,runtime_hours,lubrication_index,machine_health_index,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality,machine_temperature,machine_vibration,auto,manual,semi_auto
2181,2.647041592700373,4.656331839189224,2.768745362556958,North,Fam_40,Final,No Fault,ISO9001,High,25.02,11.08,True,False,False
2182,4.281690882542366,2.949803287618156,1.661507116270518,North,Fam_07,Final,No Fault,ISO9001,Low,,,True,False,False
2183,1.164866027929507,2.375145762742201,1.0275669973540622,East,Fam_36,Final,No Fault,ISO9001,Low,21.72,5.73,False,False,True
2184,2.252212987543889,6.218808270445939,,East,Fam_38,Processing,No Fault,ISO9001,Low,28.37,5.5,False,False,True
2185,1.0863347783828683,5.648454473501867,2.5875213558913357,South,Fam_18,Init,Low,ISO9001,Medium,28.8,6.97,False,True,False
2186,2.579154308156188,3.361095781938112,1.613623904078057,North,Fam_06,Assembly,No Fault,ISO9001,Low,16.72,7.13,True,False,False
2187,0.6161079566145058,4.6724464234297605,2.6394495568484797,East,Fam_01,Assembly,Low,ISO9001,Medium,24.93,8.26,True,False,False
2188,,,2.118774295881102,West,Fam_06,Processing,No Fault,ISO9001,Medium,19.84,9.61,True,False,False
2189,5.766395998578132,,2.5192802117419544,East,Fam_03,Processing,No Fault,ISO9001,High,26.93,10.76,True,False,False
2190,2.337253621222702,6.850189907486204,3.274835070639051,East,Fam_02,Final,,ISO9001,Medium,30.74,7.59,False,False,True
2191,2.025856962973614,4.214124805777939,2.7455948018179392,South,Fam_16,Assembly,Low,ISO9001,Medium,18.59,10.53,True,False,False
2192,2.715456157805011,3.5415492765404526,1.333752696004766,West,Fam_15,Assembly,No Fault,ISO9001,Medium,26.77,4.88,False,False,True
2193,4.911948965331832,2.825759561489906,1.5836860208885772,North,Fam_27,Processing,No Fault,ISO9001,Medium,26.73,5.63,False,False,True
2194,1.0677144135775642,10.786028562437574,4.22780681213368,North,Fam_02,Assembly,No Fault,ISO9001,High,21.09,3.52,False,True,False
2195,2.8723517646855736,5.088226370169638,1.86447860197527,North,Fam_06,Assembly,No Fault,ISO9001,Low,15.6,5.01,False,False,True
2196,2.1671727259487232,7.135723630343458,3.053020670647279,South,Fam_29,Init,No Fault,ISO9001,High,22.73,7.64,False,True,False
2197,3.2343271130838653,4.427708491185924,3.283983083491214,South,Fam_23,Assembly,No Fault,ISO9001,High,20.86,12.85,False,True,False
2198,0.8106569503038695,,2.3653679872492424,West,Fam_06,Final,No Fault,ISO9001,Low,28.42,7.32,True,False,False
2199,3.188909484220801,7.018364943167001,3.037900823251661,South,Fam_37,Assembly,Low,ISO9001,High,23.48,6.86,False,True,False
2200,3.7809803722080577,6.196377093746004,2.4628574679631763,East,Fam_03,Assembly,No Fault,ISO9001,Low,,,False,True,False
2201,2.119935114676881,,2.8501851084534318,South,Fam_04,Init,No Fault,ISO9001,,22.13,12.74,True,False,False
2202,2.8524259975679884,2.2939513538974814,2.1404118704264667,East,Fam_01,Assembly,,ISO9001,Low,18.85,11.56,False,False,True
2203,2.34097586510198,3.9637320987614144,2.5959643882177708,East,Fam_05,Assembly,No Fault,ISO9001,High,24.45,11.55,True,False,False
2204,3.1421488677113767,2.342062796087301,2.127165714449167,West,Fam_29,Processing,No Fault,ISO9001,Medium,18.28,11.8,False,True,False
2205,7.381401895255406,8.480037072743155,4.80796333131987,North,Fam_40,Assembly,Low,ISO9001,High,17.38,12.76,False,True,False
2206,4.102937946340296,3.4314491939136444,1.9782344789106616,North,Fam_14,Final,No Fault,ISO9001,Medium,26.23,10.23,False,False,True
2207,2.277946928245905,3.2428932563783524,2.9827002447914874,East,Fam_01,Assembly,No Fault,ISO9001,High,21.17,16.23,True,False,False
2208,1.9123303407180576,,2.800431856204556,South,Fam_10,Assembly,No Fault,ISO9001,Medium,20.24,11.33,True,False,False
2209,7.078372604390072,2.695497400577586,1.0062749265023627,West,Fam_18,Assembly,,ISO9001,Low,19.1,3.6,False,False,True
2210,4.5214677302384185,3.148883547158034,2.288278405754846,North,Fam_23,Final,No Fault,ISO9001,Medium,,,True,False,False
2211,6.240784903583677,6.70286477033947,3.315648258350441,East,Fam_02,Assembly,No Fault,ISO9001,High,28.02,8.3,False,True,False
2212,1.6926001365245815,4.153820377311943,2.064179813617042,North,Fam_37,Processing,No Fault,ISO9001,Medium,21.03,7.39,False,False,True
2213,1.3357772202806224,7.516740517062408,3.2496576522434437,West,Fam_02,Processing,No Fault,ISO9001,High,29.0,6.9,False,True,False
2214,2.097002955618484,2.433280562474704,2.237813233558952,North,Fam_34,Assembly,No Fault,ISO9001,Low,18.02,11.62,False,False,True
2215,3.4690431486450954,5.525661399131475,2.447881964636616,South,Fam_08,Init,No Fault,ISO9001,Medium,19.78,7.59,True,False,False
2216,0.715070563586226,2.5882843091928103,1.2103708647288896,North,Fam_04,Assembly,No Fault,ISO9001,Low,21.55,5.53,False,False,True
2217,3.8194368526540985,11.443321080318151,,East,Fam_15,Processing,No Fault,ISO9001,High,27.06,12.69,False,True,False
2218,2.657652721938534,4.0755328243569,2.7246930788651795,East,Fam_26,Assembly,No Fault,ISO9001,Medium,23.81,9.16,True,False,False
2219,3.2259234115174946,4.558660321764181,3.201263754726014,West,Fam_13,Final,No Fault,ISO9001,High,27.21,13.68,True,False,False
2220,4.497567268440424,4.441865406477192,2.1361398218842926,South,Fam_07,Processing,No Fault,ISO9001,High,21.88,5.77,True,False,False
2221,2.434665910618554,,,South,Fam_03,Processing,No Fault,ISO9001,,22.34,7.76,True,False,False
2222,1.1946432854688542,2.570176537820921,2.158064697652428,East,Fam_07,Init,No Fault,ISO9001,Low,27.96,10.77,False,False,True
2223,7.1597828095337,4.979473234892923,3.0795297178366043,South,Fam_35,Processing,No Fault,ISO9001,High,22.47,10.67,False,True,False
2224,8.08517862539619,5.14416670280528,2.8210203984678266,South,Fam_19,Processing,No Fault,ISO9001,High,20.58,10.12,False,False,True
2225,1.6731940635404126,3.017574294557278,1.6122750869164515,North,Fam_08,Final,No Fault,ISO9001,Low,20.47,6.88,True,False,False
2226,3.283237017210076,3.947016892008347,2.8551566116908216,South,Fam_16,Final,,ISO9001,High,26.77,13.19,False,False,True
2227,4.491505435964255,3.0667491208146878,,East,Fam_09,Assembly,No Fault,ISO9001,Medium,24.99,7.4,True,False,False
2228,3.773134537453891,2.483656560008776,2.4909272045587283,North,Fam_21,Final,No Fault,ISO9001,Medium,20.35,15.41,False,False,True
2229,3.022940644823585,3.928534665328925,2.2853090932893134,North,Fam_39,Assembly,Low,ISO9001,Low,17.39,8.87,True,False,False
2230,6.352006026913573,3.438786960612742,2.041752970846304,East,Fam_14,Final,Low,ISO9001,Medium,19.88,8.91,True,False,False
2231,1.862085661490221,5.063953485361312,1.8477147765852784,East,Fam_13,Processing,No Fault,ISO9001,Low,13.02,2.89,True,False,False
2232,3.141093094525721,2.2152896792977548,2.268709301038245,West,Fam_06,Assembly,,ISO9001,Low,13.05,12.85,False,False,True
2233,6.315048686287529,2.7481573649776805,,West,Fam_12,Assembly,No Fault,ISO9001,Medium,19.71,7.94,True,False,False
2234,7.479549333142752,2.559674814718578,1.254349773071294,East,Fam_19,Processing,No Fault,ISO9001,Medium,22.27,5.83,True,False,False
2235,5.820714497418858,4.118015930174346,2.3925529061965194,East,Fam_06,Assembly,No Fault,ISO9001,High,21.14,8.48,False,False,True
2236,8.566999688353297,3.3901600304207147,1.8963717502421549,East,Fam_27,Assembly,Low,ISO9001,High,21.24,9.1,False,False,True
2237,5.995414981855159,2.08959108139586,,East,Fam_28,Assembly,No Fault,ISO9001,Medium,23.66,8.28,True,False,False
2238,5.357532981201215,4.124964270819386,2.398495007048811,South,Fam_37,Processing,No Fault,ISO9001,High,23.22,7.6,False,False,True
2239,3.2518440955636407,,2.55454006477137,South,Fam_16,Assembly,No Fault,ISO9001,High,24.3,9.03,True,False,False
2240,6.977314354103214,1.9949102039492184,0.9276355892942904,East,Fam_06,Assembly,No Fault,ISO9001,Low,22.77,5.17,False,False,True
2241,,5.988663976030167,3.4367003403791694,North,Fam_04,Processing,No Fault,ISO9001,High,26.46,10.03,False,True,False
2242,2.7540792428912657,2.8084123057146604,2.100704530291095,North,Fam_28,Processing,No Fault,ISO9001,Medium,25.76,11.72,True,False,False
2243,5.887416116567387,5.545701139140948,3.121263563413384,South,Fam_32,Assembly,No Fault,ISO9001,Medium,26.53,8.9,True,False,False
2244,4.731817042783785,2.600833751067918,1.7813860509052888,South,Fam_01,Processing,No Fault,ISO9001,High,24.76,9.42,False,False,True
2245,1.1807719632199327,5.381329725814136,3.3410030418590586,North,Fam_14,Processing,Low,ISO9001,Medium,17.68,11.89,True,False,False
2246,2.422013445981761,2.8275289258798013,2.4150733631242063,North,Fam_05,Init,No Fault,ISO9001,Low,20.09,13.0,False,False,True
2247,6.125658326694109,3.859262630884439,2.377379857441668,North,Fam_08,Assembly,Low,ISO9001,High,24.65,9.41,False,True,False
2248,1.85672156998898,2.956044269623379,1.7379913769703204,East,Fam_29,Processing,No Fault,ISO9001,Low,29.27,9.18,False,False,True
2249,7.704132155237789,2.8820032379311797,1.5688127498548678,North,Fam_06,Assembly,No Fault,ISO9001,Medium,21.96,5.15,False,False,True
2250,8.229298089542642,9.412918119023324,,North,Fam_10,Assembly,No Fault,ISO9001,High,23.03,3.51,False,True,False
2251,4.795365075587618,5.869190467245713,2.8089929224682035,East,Fam_10,Final,No Fault,ISO9001,Medium,19.0,7.82,False,False,True
2252,5.114270716027287,2.7181669114613283,1.5902894391233642,East,Fam_29,Processing,No Fault,ISO9001,Medium,24.19,7.37,True,False,False
2253,3.965558937647855,3.178737540725837,2.286075393002624,South,Fam_39,Processing,Low,ISO9001,Medium,25.17,12.52,True,False,False
2254,2.136839860404936,3.1482159389145847,1.8796565752853036,East,Fam_11,Init,,ISO9001,Low,22.98,8.61,True,False,False
2255,4.50522109355843,2.965423780872888,1.6344830550661364,North,Fam_02,Assembly,No Fault,ISO9001,Medium,27.98,8.35,True,False,False
2256,2.6450663795882567,4.457553254868643,2.1969474353941867,East,Fam_14,Processing,No Fault,ISO9001,Medium,19.85,6.88,False,False,True
2257,6.336479273086667,2.773849115919682,0.6523946475666957,South,Fam_03,Processing,No Fault,ISO9001,Low,15.1,2.4,False,False,True
2258,5.853257658422873,4.9133060531969,2.743542406019413,North,Fam_08,Processing,,ISO9001,High,18.86,9.07,False,False,True
2259,6.739790831719263,4.290530505944271,2.5974759695512084,West,Fam_03,Assembly,Low,ISO9001,Medium,,,True,False,False
2260,1.971033184694565,3.3849757955024278,2.194616870818604,East,Fam_18,Processing,Low,ISO9001,Low,30.39,11.25,True,False,False
2261,3.045014087242855,3.8036737630549937,2.6667899011890195,East,Fam_08,Final,No Fault,ISO9001,High,26.18,11.2,False,False,True
2262,2.535507637632564,2.935173233428232,2.367594886595685,East,Fam_01,Processing,No Fault,ISO9001,High,26.5,11.63,False,False,True
2263,3.210576746092059,2.7142788444799164,1.2921774748631278,West,Fam_06,Assembly,Medium,ISO9001,Low,22.29,6.29,False,False,True
2264,1.122774229212566,4.108900222375697,2.1304029429327094,South,Fam_20,Processing,,ISO9001,Low,29.64,7.87,True,False,False
2265,4.7342208591017645,,3.268946664269578,North,Fam_38,Final,No Fault,ISO9001,Medium,20.2,7.07,True,False,False
2266,1.140874992661751,3.94919183249937,1.7919786250955343,East,Fam_28,Assembly,No Fault,ISO9001,Low,19.04,5.94,False,False,True
2267,3.476739618820964,3.8982986605941896,2.175183648630653,East,Fam_10,Processing,No Fault,ISO9001,Low,29.22,9.08,False,False,True
2268,4.1965948185551945,3.840582061418873,3.2558692655646304,South,Fam_01,Assembly,,ISO9001,High,24.93,14.66,True,False,False
2269,,3.50836254376434,1.6980414731575988,North,Fam_40,Init,No Fault,ISO9001,Medium,20.71,7.67,False,False,True
2270,1.1468759150178096,5.4480061496247965,2.093401534405956,North,Fam_07,Init,,ISO9001,Medium,22.41,4.93,False,True,False
2271,,2.408682084265031,1.0038621678065915,South,Fam_01,Processing,No Fault,ISO9001,Low,28.52,3.96,False,False,True
2272,2.2862076579044466,6.781717041813206,3.1050037563725503,West,Fam_08,Assembly,Low,ISO9001,,24.43,7.23,True,False,False
2273,4.059689760115094,3.001547989787717,2.011165179418894,North,Fam_21,Assembly,No Fault,ISO9001,High,23.65,11.12,True,False,False
2274,4.164342549825925,2.440136960930536,1.9247116151426336,South,Fam_01,Assembly,,ISO9001,,19.11,9.76,False,False,True
2275,1.724132361297888,4.60541618667705,2.5394805886914407,North,Fam_12,Init,,ISO9001,Medium,26.12,9.95,True,False,False
2276,2.327288995718628,3.192572938589476,1.5217066004148885,West,Fam_02,Assembly,No Fault,ISO9001,Low,25.35,5.42,True,False,False
2277,2.9098823949726693,10.697451138105336,4.923718930311107,East,Fam_26,Processing,No Fault,ISO9001,High,20.86,8.36,False,True,False
2278,5.877972350413379,3.4379855076385524,1.3115883362014278,North,Fam_26,Processing,No Fault,ISO9001,Medium,25.8,4.46,True,False,False
2279,5.769945429965359,,2.7999968084084577,East,Fam_12,Processing,No Fault,ISO9001,High,25.52,8.83,True,False,False
2280,5.966739280738908,,2.2428148864022,West,Fam_29,Assembly,No Fault,ISO9001,Medium,17.85,10.41,False,False,True
2281,6.000102595963754,3.1136262462396638,2.087357720267395,East,Fam_01,Init,No Fault,ISO9001,Low,14.83,11.0,False,False,True
2282,4.205121614456986,2.199998541974,1.7074538994268753,South,Fam_34,Assembly,No Fault,ISO9001,Low,25.36,7.74,False,False,True
2283,3.92893736442925,4.0098845607666895,,East,Fam_34,Processing,Low,ISO9001,Medium,20.64,9.29,True,False,False
2284,4.335722328526806,7.063213078547201,3.0291169355665577,South,Fam_01,Processing,Medium,ISO9001,High,21.25,6.06,True,False,False
2285,4.535146756495246,4.380482338591738,1.917839142424535,West,Fam_11,Assembly,No Fault,ISO9001,Medium,21.07,4.94,True,False,False
2286,3.795057535483125,3.9384765911311184,,South,Fam_04,Assembly,No Fault,ISO9001,High,21.12,8.9,True,False,False
2287,4.981488490871886,1.6567632447129232,0.897900908167112,South,Fam_15,Assembly,No Fault,ISO9001,Low,17.42,7.89,True,False,False
2288,2.691043664012636,2.2202932233794708,1.5429572174574615,East,Fam_02,Init,No Fault,ISO9001,Low,18.44,7.67,False,False,True
2289,3.667153382188814,5.562441674332749,,South,Fam_17,Processing,No Fault,ISO9001,Medium,21.76,5.67,True,False,False
2290,1.5164106297698132,,2.170602194186895,East,Fam_27,Processing,No Fault,ISO9001,Low,29.48,9.35,False,False,True
2291,2.938396643609829,7.057171343550867,4.00140844590574,South,Fam_02,Init,No Fault,ISO9001,High,22.19,11.89,True,False,False
2292,6.623858360147187,6.515299360171899,,East,Fam_04,Final,No Fault,ISO9001,High,21.88,16.41,False,True,False
2293,2.8223212781677804,,2.332343098114552,East,Fam_20,Init,No Fault,ISO9001,High,22.03,7.99,True,False,False
2294,0.8960896335135763,6.0869871364759085,3.158142681130874,South,Fam_05,Init,No Fault,ISO9001,Medium,21.91,8.86,False,True,False
2295,3.5873970970276643,5.648586634176012,2.886611046343339,North,Fam_01,Assembly,,ISO9001,,22.94,8.56,False,True,False
2296,9.506966177809549,2.2985832308770013,1.3374451444181106,East,Fam_11,Processing,No Fault,ISO9001,,27.08,7.24,True,False,False
2297,4.477013598608148,1.9930205208998475,0.3778521174259801,South,Fam_08,Init,No Fault,ISO9001,Low,20.53,1.52,False,False,True
2298,3.8467049653283705,5.723512453959476,2.453756460016497,South,Fam_39,Assembly,No Fault,ISO9001,High,26.83,5.61,True,False,False
2299,6.266223804022127,8.945684081359907,5.114871290862958,West,Fam_09,Final,No Fault,ISO9001,High,21.09,13.55,False,True,False
2300,4.837011600915622,2.588109628345046,1.0406626897236326,South,Fam_01,Assembly,,ISO9001,Medium,22.15,6.09,True,False,False
2301,3.1118769838779694,4.590457149443898,1.9049632768810152,East,Fam_30,Init,No Fault,ISO9001,Low,28.36,4.28,False,False,True
2302,1.9625506139614932,5.650356304298232,2.185273293293488,North,Fam_04,Final,No Fault,ISO9001,Low,17.93,4.74,True,False,False
2303,5.720335362920391,3.2203960648538,1.955192826326096,East,Fam_07,Assembly,No Fault,ISO9001,High,22.38,7.97,True,False,False
2304,1.610237853833508,4.613387110587666,2.4644646476308267,West,Fam_17,Final,No Fault,ISO9001,Medium,26.64,8.08,False,True,False
2305,2.29018552132559,5.270004465510857,2.186232430447708,East,Fam_01,Processing,No Fault,ISO9001,Low,28.84,6.87,False,True,False
2306,2.05373181801566,5.638856924643883,3.3931476904055407,South,Fam_05,Processing,,ISO9001,Medium,29.37,12.23,True,False,False
2307,4.9480475842396725,4.823981539842604,3.695690084477176,South,Fam_19,Processing,No Fault,ISO9001,High,26.03,15.41,True,False,False
2308,2.644147510083818,5.4948211895493255,3.003295092266673,East,Fam_37,Final,No Fault,ISO9001,High,24.86,8.78,False,False,True
2309,3.804159823484004,9.634576834627987,4.860959970745201,North,Fam_09,Processing,No Fault,ISO9001,High,26.91,10.81,False,True,False
2310,5.407226913250359,3.69902476931086,1.4448779427477356,West,Fam_11,Assembly,No Fault,ISO9001,,23.33,4.75,True,False,False
2311,2.582511883553664,2.1429107752964383,,South,Fam_11,Init,No Fault,ISO9001,Medium,22.46,11.39,True,False,False
2312,4.601354706333445,2.8467384175715984,1.261300813236145,East,Fam_04,Final,No Fault,ISO9001,Medium,25.82,4.92,True,False,False
2313,,2.369990057573747,1.276226787354913,East,Fam_03,Processing,Low,ISO9001,Low,19.42,5.95,False,False,True
2314,2.5371549030566607,4.5762094347282725,1.5401639318236209,North,Fam_02,Assembly,No Fault,ISO9001,Low,24.46,3.2,False,False,True
2315,9.17225902201228,4.870689992444956,2.372066967945533,North,Fam_04,Processing,Low,ISO9001,High,23.16,8.42,True,False,False
2316,2.051303778801242,4.670245325511664,3.086890492174657,East,Fam_33,Processing,No Fault,ISO9001,Medium,20.35,12.22,True,False,False
2317,2.1605124251914445,3.971847857583125,1.752372843879527,North,Fam_15,Processing,No Fault,ISO9001,Medium,22.88,4.96,True,False,False
2318,5.361385298307416,4.742677276319751,2.098563906364658,West,Fam_04,Assembly,,ISO9001,High,21.7,5.23,True,False,False
2319,1.66291760787939,3.7888548373923214,,East,Fam_01,Final,No Fault,ISO9001,Low,28.93,9.62,True,False,False
2320,3.936486054934338,3.432928443104021,2.702732657752028,North,Fam_21,Processing,No Fault,ISO9001,,20.48,11.56,True,False,False
2321,2.4962417456999804,4.354700019129231,1.939505904934526,West,Fam_01,Processing,Low,ISO9001,,30.84,5.32,True,False,False
2322,2.8278418135691923,,2.1732021195838285,North,Fam_11,Processing,Low,ISO9001,Medium,21.96,8.37,True,False,False
2323,5.82506703578222,1.7976214602125005,1.7138766848360718,South,Fam_08,Processing,No Fault,ISO9001,Medium,21.36,12.04,False,False,True
2324,2.577430351402475,1.938913794357111,1.3489113560567243,North,Fam_14,Processing,No Fault,ISO9001,Low,27.9,7.88,False,False,True
2325,4.744311425818714,4.39434893648752,2.3856498363477514,South,Fam_01,Processing,No Fault,ISO9001,High,,,True,False,False
2326,3.295954426074883,3.702431851864761,1.2070273310751665,West,Fam_32,Final,No Fault,ISO9001,Low,24.11,3.48,True,False,False
2327,5.418773627585853,4.179615438994999,1.9283059570114285,East,Fam_23,Assembly,No Fault,ISO9001,High,23.16,5.26,True,False,False
2328,,5.314160500761799,2.439904073562382,South,Fam_37,Processing,No Fault,ISO9001,Medium,26.9,7.94,True,False,False
2329,,2.513190680376772,1.363878342526819,North,Fam_20,Processing,Low,ISO9001,Low,25.11,7.75,False,True,False
2330,6.798182822510088,2.5615965458323524,1.3016253284113874,West,Fam_21,Assembly,Low,ISO9001,Medium,21.56,6.82,False,False,True
2331,6.641376748249965,1.8905998317297052,0.8369556693608861,East,Fam_35,Init,No Fault,ISO9001,Medium,22.74,5.14,True,False,False
2332,3.678011780080608,2.89691893384186,1.47790364241546,South,Fam_13,Init,No Fault,ISO9001,Medium,20.58,5.95,False,False,True
2333,3.752174860182569,11.149328752635068,4.768482188886185,South,Fam_31,Final,Low,ISO9001,High,27.87,8.3,False,True,False
2334,4.694125867990897,2.3693176676352814,1.8067485899988287,West,Fam_01,Processing,No Fault,ISO9001,High,23.01,10.22,True,False,False
2335,6.048336790425642,2.2258981063444727,1.2542674140346668,West,Fam_29,Init,No Fault,ISO9001,Low,20.19,6.21,False,False,True
2336,6.610392810920562,4.743665624049401,2.215164572962159,East,Fam_03,Processing,No Fault,ISO9001,High,22.01,5.86,True,False,False
2337,5.554738126793929,1.8537737119099504,1.7939822113370858,West,Fam_30,Final,No Fault,ISO9001,Low,32.41,10.05,False,False,True
2338,2.6734415358611328,,1.1711971133211183,South,Fam_09,Processing,No Fault,ISO9001,Low,27.68,4.22,True,False,False
2339,3.262234162142569,6.2846442411579,3.794202121146723,North,Fam_26,Init,No Fault,ISO9001,High,18.98,11.97,False,True,False
2340,1.7446001502479551,4.392940199515898,2.247104486842743,East,Fam_22,Processing,Low,ISO9001,Low,18.32,7.11,False,True,False
2341,4.3559051623094005,2.161927463033964,1.304856632050322,West,Fam_05,Processing,No Fault,ISO9001,Low,21.15,7.17,True,False,False
2342,3.3047255628867083,3.1682385547477576,1.8629186173632988,South,Fam_08,Processing,No Fault,ISO9001,Medium,26.39,10.02,True,False,False
2343,,2.3307439831835484,1.8329798077913184,East,Fam_32,Final,No Fault,ISO9001,Low,26.31,8.82,True,False,False
2344,3.1004388928675493,3.230941174099917,2.178551724564752,East,Fam_32,Processing,Low,ISO9001,Medium,24.69,11.02,False,False,True
2345,1.6817480744747022,,2.964436587934039,North,Fam_22,Init,No Fault,ISO9001,Low,29.75,7.99,False,False,True
2346,2.7826966096851447,3.7839334342393567,1.5059108058803488,East,Fam_03,Assembly,Low,ISO9001,Low,18.68,4.81,True,False,False
2347,5.777588406536944,4.602494223491558,3.1423982953466685,West,Fam_04,Processing,,ISO9001,High,20.63,12.11,True,False,False
2348,1.8108698798677612,3.646313263926713,1.924084234435988,West,Fam_01,Final,No Fault,ISO9001,Medium,26.32,7.99,True,False,False
2349,2.393266175726521,5.639157672839985,2.979858769142598,East,Fam_03,Assembly,No Fault,ISO9001,High,19.65,8.56,False,True,False
2350,5.152905720427564,9.45528613106083,3.466652286360107,North,Fam_06,Processing,No Fault,ISO9001,High,22.0,3.13,False,True,False
2351,1.4532392192094905,4.665632087579679,2.4323449563197146,West,Fam_33,Processing,Low,ISO9001,Low,19.15,7.87,True,False,False
2352,9.137320315226464,2.4665533062023624,1.6623563972223154,North,Fam_31,Processing,No Fault,ISO9001,High,23.05,7.91,False,False,True
2353,2.945837905896236,3.5488892288131533,1.8568102338694104,South,Fam_18,Processing,No Fault,ISO9001,Low,15.23,6.06,True,False,False
2354,1.3702410822141489,6.340715516249645,3.194086350084981,South,Fam_03,Processing,No Fault,ISO9001,High,22.02,9.42,True,False,False
2355,4.80663607962921,4.853903950115901,3.1181524038418256,North,Fam_01,Assembly,No Fault,ISO9001,High,22.26,10.55,True,False,False
2356,2.9456866800930066,3.959957775593967,1.2526357524025995,North,Fam_32,Processing,No Fault,ISO9001,,22.5,3.79,True,False,False
2357,3.4029928853353426,5.261599668440189,2.576233728080602,South,Fam_39,Init,No Fault,ISO9001,High,25.68,9.67,True,False,False
2358,2.451716820772707,3.967034457883418,3.256647547903611,East,Fam_26,Processing,No Fault,ISO9001,High,24.8,14.45,False,False,True
2359,1.5251066760461551,,,North,Fam_03,Processing,No Fault,ISO9001,Low,20.28,4.36,True,False,False
2360,2.629244461718105,3.7243546680803794,2.381129315891573,East,Fam_22,Assembly,No Fault,ISO9001,High,21.48,10.86,False,False,True
2361,4.658373341873455,3.8396652380138665,1.761853568930343,West,Fam_01,Init,No Fault,ISO9001,High,23.57,6.4,False,False,True
2362,1.703334012484266,4.59408321081736,2.612951071059002,North,Fam_19,Init,No Fault,ISO9001,High,21.23,8.36,False,False,True
2363,1.4535677897046528,2.938686863380021,1.3792911004564454,West,Fam_15,Assembly,Low,ISO9001,Low,21.23,6.02,True,False,False
2364,3.610710778424493,,1.41125239975539,East,Fam_02,Assembly,Low,ISO9001,Low,18.2,7.68,False,False,True
2365,5.876108548568017,3.64238264219077,2.2524767553293525,East,Fam_13,Assembly,No Fault,ISO9001,High,22.88,9.65,False,False,True
2366,2.1309843282424934,5.4320070926412605,2.985656871207444,North,Fam_34,Processing,Low,ISO9001,High,22.34,9.1,True,False,False
2367,3.907591806272532,1.559885588132378,0.0,North,Fam_07,Processing,No Fault,ISO9001,Low,17.26,1.62,True,False,False
2368,3.924766139238388,2.987124765034189,1.2193051869019065,South,Fam_15,Assembly,No Fault,ISO9001,Medium,22.86,4.42,False,False,True
2369,1.4419774420382845,6.888603471763528,3.038547336021122,West,Fam_33,Processing,No Fault,ISO9001,High,25.34,6.52,True,False,False
2370,1.275164016100386,3.9888017454247455,2.146939432030529,South,Fam_37,Assembly,No Fault,ISO9001,Low,16.46,7.77,False,False,True
2371,2.0469276030416834,2.267133616435248,0.9665066425190384,North,Fam_06,Assembly,No Fault,ISO9001,Low,14.79,4.7,True,False,False
2372,0.4081215658917028,3.1255632293425784,2.883185135338795,West,Fam_05,Assembly,No Fault,ISO9001,Low,16.53,14.74,True,False,False
2373,1.7035705445877651,3.858900958326383,1.3896012957369992,North,Fam_16,Processing,No Fault,ISO9001,Low,,,False,False,True
2374,8.54881623965327,3.80349436033424,,North,Fam_02,Assembly,Low,ISO9001,Medium,19.4,7.54,False,False,True
2375,3.5003702272931783,4.665850600534622,2.334595598516489,East,Fam_22,Final,No Fault,ISO9001,Medium,27.26,8.17,True,False,False
2376,6.640143979075043,2.4404946339914733,1.9838043411375983,North,Fam_26,Processing,No Fault,ISO9001,Low,18.78,10.62,True,False,False
2377,3.4578436304908244,2.5825448103020485,1.6872929077287315,North,Fam_31,Processing,No Fault,ISO9001,High,23.65,9.57,False,False,True
2378,2.8349980945513367,,,South,Fam_30,Processing,No Fault,ISO9001,High,22.84,5.78,False,False,True
2379,2.9111896086894946,9.102040813479046,3.9365773774701953,South,Fam_06,Assembly,No Fault,ISO9001,High,27.81,6.37,True,False,False
2380,6.74572727427844,4.632358840164172,2.636537297289961,South,Fam_23,Processing,No Fault,ISO9001,Medium,17.23,8.59,False,False,True
2381,0.5883450933554759,11.07654431929104,,West,Fam_18,Assembly,No Fault,ISO9001,High,20.94,5.7,True,False,False
2382,2.448192618961925,1.525685508892031,,West,Fam_14,Processing,No Fault,ISO9001,Medium,,,False,False,True
2383,4.754675580507524,,1.4203896254009676,West,Fam_23,Init,Low,ISO9001,Medium,27.19,7.08,True,False,False
2384,3.100187507511705,,2.654526287098772,North,Fam_31,Assembly,No Fault,ISO9001,Low,15.98,11.25,False,True,False
2385,2.491342848347005,4.080878579100047,1.8857926581885744,East,Fam_01,Processing,No Fault,ISO9001,Medium,23.93,6.37,False,False,True
2386,,6.184582358034989,2.406422860283129,East,Fam_19,Final,No Fault,ISO9001,Medium,29.08,3.51,True,False,False
2387,3.4018286234850166,4.585428827577067,2.126423757504865,East,Fam_09,Assembly,No Fault,ISO9001,Medium,27.59,5.38,True,False,False
2388,2.001351195198701,3.0427387214469186,1.938885067098257,North,Fam_01,Final,,ISO9001,Medium,28.1,9.35,False,False,True
2389,1.5435535113523675,3.065793906908593,2.281022812864697,East,Fam_08,Processing,No Fault,ISO9001,Medium,25.76,12.05,False,False,True
2390,3.2558726034137555,,1.7116140988344528,East,Fam_08,Assembly,No Fault,ISO9001,Low,26.49,5.61,False,False,True
2391,8.800256148550172,,2.4251164387848845,East,Fam_18,Init,No Fault,ISO9001,High,26.05,9.82,True,False,False
2392,4.5920395187986855,3.825668361260737,1.6452361290712192,East,Fam_11,Processing,No Fault,ISO9001,Medium,22.77,5.05,False,False,True
