,sunlight_hours,soil_moisture_index,soil_health_index,growth_stage,disease_severity,yield_category,soil_temperature,soil_nitrogen,drip,flood,sprinkler,East,North,South,West
2290,7.734437400753853,5.399965403422152,4.023896380933935,3,0.0,2.0,26.18,11.83,True,False,False,False,False,False,True
2291,3.761529867706314,6.978387899629387,2.9374435571461954,2,0.0,2.0,21.1,2.24,False,False,True,False,True,False,False
2292,3.817813815921196,3.218916163017488,2.1424516497412007,1,1.0,0.0,19.75,7.97,True,False,False,False,False,False,True
2293,1.728762370444432,4.138824339344486,1.1517549544862813,1,0.0,0.0,20.07,2.53,True,False,False,True,False,False,False
2294,1.6893990028498986,1.5764448450303037,2.226443894858986,3,0.0,1.0,19.58,11.89,False,False,True,False,False,False,True
2295,2.170358152996443,3.0080485477256715,2.5571509286624945,2,2.0,0.0,19.17,10.82,True,False,False,False,True,False,False
2296,3.670000067492448,2.2330401588094717,2.62775991565133,2,0.0,2.0,27.15,13.84,True,False,False,False,False,True,False
2297,1.959410643468696,2.512110735623817,1.245170020856802,3,0.0,0.0,23.61,5.34,False,False,True,False,False,False,True
2298,2.4710172468450438,1.5700858204368222,1.90898254626304,2,1.0,0.0,27.19,10.66,False,False,True,False,True,False,False
2299,6.387738290252012,2.7108711302134734,1.687151541631311,0,0.0,1.0,22.87,6.03,True,False,False,False,True,False,False
2300,3.800960527289404,3.781139590407277,2.54293178840616,3,0.0,1.0,20.82,8.84,True,False,False,False,True,False,False
2301,2.5555419969990134,4.713407932032164,2.511902789471198,2,0.0,0.0,17.57,4.65,True,False,False,True,False,False,False
2303,5.186286799306615,2.9537058691680147,2.411001934236604,3,0.0,1.0,25.38,9.03,True,False,False,False,True,False,False
2304,5.393216603919251,3.003110733077059,0.815569791805319,0,0.0,0.0,23.0,8.01,True,False,False,False,False,True,False
2305,2.741042391450328,2.184047671192067,2.0108852014615373,1,1.0,0.0,31.58,9.35,False,False,True,False,True,False,False
2306,6.124444745786835,4.278210689083829,2.602138714315489,2,0.0,2.0,26.12,7.12,True,False,False,False,False,True,False
2307,3.5421264366906584,2.734960039203877,2.226673351267254,0,1.0,0.0,26.86,8.98,True,False,False,False,True,False,False
2308,3.969221024527454,4.629136453220487,3.109109814929041,0,0.0,1.0,28.62,8.74,True,False,False,True,False,False,False
2309,1.2357803198800277,5.908986332465464,2.534551722702653,0,0.0,2.0,27.98,3.13,True,False,False,True,False,False,False
2310,2.413481259676415,4.05489084515116,2.034551749165681,0,0.0,0.0,28.63,5.25,True,False,False,False,False,True,False
2311,2.184850756253008,4.436191875280679,2.8961371539153116,3,0.0,0.0,28.6,8.58,False,False,True,True,False,False,False
2312,1.7341910118054975,3.7561649992765473,2.4779722582109973,2,1.0,1.0,21.62,7.34,True,False,False,True,False,False,False
2313,2.3558403683189946,3.480658051797318,2.1558494221214746,2,0.0,1.0,23.06,8.18,True,False,False,True,False,False,False
2314,3.419718789275304,2.288052789047609,1.8948848445120243,2,0.0,0.0,25.13,9.06,False,False,True,True,False,False,False
2315,3.7998982728872743,3.8032848522677063,2.901230028980531,0,0.0,1.0,21.43,9.97,True,False,False,False,True,False,False
2316,3.696850782110537,4.747042079113523,3.1982778599988624,1,1.0,2.0,21.13,16.31,False,False,True,False,False,True,False
2317,2.956486769080932,4.732743000723024,3.641126016325988,2,0.0,2.0,28.0,10.17,True,False,False,False,False,True,False
2318,2.87372105699417,1.810129013533952,1.290636788127467,1,1.0,0.0,26.98,6.89,False,False,True,True,False,False,False
2319,2.4952057555653724,6.520258269976686,3.1492628243128484,1,0.0,0.0,17.74,2.16,True,False,False,True,False,False,False
2320,2.3031355127193405,4.540937297949843,2.333972848946178,1,0.0,1.0,21.47,6.11,True,False,False,True,False,False,False
2321,8.24815574916592,3.8692647835982035,2.534444519944488,2,0.0,1.0,18.13,10.16,False,False,True,True,False,False,False
2322,2.487136372799704,2.575073498457903,1.555691335197806,0,0.0,0.0,29.49,4.99,True,False,False,False,False,True,False
2323,8.272561171153676,2.4933780715468217,2.222814118105583,1,0.0,0.0,15.55,8.33,True,False,False,False,True,False,False
2324,3.372231681657226,2.051371441288312,1.7487212833087626,1,0.0,1.0,23.0,8.01,True,False,False,True,False,False,False
2325,4.153521413620393,5.1896245809162185,2.9685997283514705,1,0.0,1.0,30.59,6.39,False,True,False,False,False,False,True
2326,5.072321150265807,4.2662916668637125,2.4339301411975054,3,0.0,0.0,31.51,6.6,False,False,True,True,False,False,False
2327,10.662808910046714,2.398554577443235,1.8470447087571111,2,0.0,0.0,27.07,7.84,True,False,False,False,False,False,True
2328,3.217624888945748,2.1880072727531084,1.8626989467031527,1,1.0,0.0,15.98,7.82,False,False,True,False,False,False,True
2329,6.131619875871131,4.037792215524701,2.1537421294855714,2,0.0,1.0,26.02,6.56,True,False,False,False,True,False,False
2330,6.731116731806399,2.5710063228030973,2.167306815230285,1,1.0,1.0,22.07,9.06,True,False,False,False,True,False,False
2331,3.1688987593890867,3.530710337504922,1.8547176892207196,0,0.0,0.0,29.96,5.8,True,False,False,False,False,True,False
2332,4.314693958598182,2.020062242584395,1.9623095183303607,2,0.0,0.0,26.65,8.93,False,False,True,False,False,False,True
2333,3.881064792202019,2.5127738375181,1.6744867617505936,3,0.0,0.0,15.65,6.92,True,False,False,True,False,False,False
2334,6.51624784336776,3.4520372341787384,2.307027349220092,0,0.0,1.0,22.49,8.23,False,False,True,False,False,True,False
2335,5.982127698871919,2.165504235327345,1.7730722402730157,1,0.0,0.0,23.0,8.01,False,False,True,True,False,False,False
2336,8.153536892242705,3.0395173425640403,2.146166793297645,1,1.0,1.0,27.46,7.35,True,False,False,False,False,True,False
2337,4.237768661889359,5.421702925779677,4.270572782637287,1,1.0,2.0,21.79,13.66,False,False,True,True,False,False,False
2338,3.3891554980248744,2.036560285471529,1.5139955057095764,2,0.0,0.0,21.01,6.52,True,False,False,False,True,False,False
2339,2.0107814935341297,4.251405449517488,1.8692560944996512,2,2.0,0.0,22.41,3.13,False,False,True,True,False,False,False
2340,3.258418976635707,2.093764442374957,1.822704485092948,1,1.0,1.0,22.24,9.45,False,False,True,False,False,False,True
2341,2.53358409634528,2.848924170033354,1.3239696436842223,3,0.0,0.0,20.81,4.47,True,False,False,False,True,False,False
2342,7.414466607922559,3.882584861952794,3.2033230553670062,1,0.0,2.0,22.11,10.87,False,True,False,True,False,False,False
2343,1.9430390506447333,7.622094916910904,4.606867031961348,1,0.0,2.0,24.42,5.29,False,True,False,False,False,True,False
2344,5.201333732034735,3.3232721664302423,1.6823469287518846,2,0.0,1.0,27.81,4.56,False,False,True,True,False,False,False
2345,2.795055682975402,3.334616548680333,2.3046257992040156,2,0.0,0.0,23.74,5.86,False,False,True,False,False,False,True
2346,6.250876333620418,3.341068238919272,1.4462960870314554,1,0.0,0.0,28.27,3.2,True,False,False,False,True,False,False
2347,2.8571906966814278,4.130419191697746,2.7319468258166975,3,0.0,2.0,23.1,8.3,True,False,False,False,False,False,True
2348,2.3479986749660378,6.02506602720876,3.0903236776000447,2,0.0,0.0,16.57,4.9,False,True,False,True,False,False,False
2349,2.4356563938073026,3.860754608105048,3.115477639092034,0,0.0,0.0,31.18,11.26,False,False,True,False,False,True,False
2350,6.6122439821894,4.689382790264315,2.474791378049557,1,0.0,2.0,26.44,4.7,True,False,False,True,False,False,False
2351,8.497093660594876,3.943590610819588,2.918835048023214,0,0.0,0.0,17.52,8.79,True,False,False,True,False,False,False
2352,3.287250279499089,3.040960671437044,3.030656754211585,1,2.0,1.0,24.56,12.33,True,False,False,False,False,True,False
2353,3.760414719985104,2.19087519316858,1.6049446814081882,1,0.0,0.0,25.05,7.66,False,False,True,False,False,False,True
2354,0.2885812274011147,3.499137494918389,3.553891569651184,1,0.0,2.0,25.59,13.17,True,False,False,True,False,False,False
2355,9.839233400281651,6.776926365866836,4.15402506626433,1,0.0,2.0,26.29,8.55,False,True,False,True,False,False,False
2356,3.696850782110537,3.9817533748247578,2.521732379387449,1,0.0,1.0,20.33,7.31,True,False,False,False,False,True,False
2357,5.201684141023764,3.071134560414541,2.5216647811400303,3,0.0,1.0,25.36,10.02,True,False,False,True,False,False,False
2358,3.8477470204257007,3.4225953021907056,2.196643468062622,1,0.0,1.0,26.46,2.24,True,False,False,True,False,False,False
2359,1.329972256517089,5.060672617079295,3.4865029804614385,1,0.0,1.0,18.8,7.31,True,False,False,True,False,False,False
2360,6.402261561566462,3.263360159635677,2.5083922584989744,2,1.0,0.0,28.97,7.56,False,True,False,True,False,False,False
2361,3.0190276680127037,3.5348067398943965,2.4121216447858087,3,0.0,2.0,23.3,14.42,True,False,False,True,False,False,False
2362,2.3125717352615007,3.1220835197788497,1.4277301261924793,0,0.0,0.0,26.21,4.57,False,False,True,False,False,True,False
2363,4.151362987164865,4.613483548291485,3.4513448647043226,1,1.0,2.0,25.28,11.13,True,False,False,False,True,False,False
2366,0.570605416218902,4.169807077558564,3.83649834084714,3,0.0,2.0,20.65,13.05,False,True,False,False,False,False,True
2367,4.838790049841509,2.561850850133576,2.6110515184975758,2,0.0,2.0,23.02,13.32,True,False,False,False,False,True,False
2368,3.348143287454544,3.289605598570059,1.9385102277152544,1,0.0,0.0,30.46,6.74,True,False,False,False,False,True,False
2369,3.173049540835918,3.342207219244948,2.330113002303777,1,1.0,1.0,24.65,7.53,False,False,True,False,True,False,False
2370,2.738886096217202,3.459265569891544,3.046077115121682,0,0.0,0.0,29.94,12.17,False,True,False,True,False,False,False
2371,3.696850782110537,3.9546796285271673,2.5990408840668167,1,0.0,0.0,17.55,9.35,False,True,False,False,False,True,False
2372,6.773230250266664,2.5762582172626565,3.104480793371903,1,0.0,2.0,23.59,14.85,False,False,True,False,False,True,False
2373,1.7360323164536684,7.536019477685705,4.698944299658899,0,0.0,2.0,24.03,8.75,True,False,False,False,False,False,True
2375,5.58821533504692,3.4337474866589632,2.6966090652733223,2,1.0,1.0,22.26,8.92,False,False,True,False,True,False,False
2376,9.66623002623112,6.809576580653187,3.762349013983473,1,0.0,2.0,19.3,6.07,True,False,False,False,True,False,False
2377,5.232856068360344,2.9831120076063096,1.1469646183555453,1,0.0,1.0,25.12,3.21,False,False,True,True,False,False,False
2378,4.757180557301727,5.842807964839815,3.745993709604005,0,0.0,1.0,30.13,7.92,False,True,False,True,False,False,False
2380,4.782871026075048,5.320913391893128,2.099583561119585,2,0.0,1.0,21.12,3.35,False,False,True,False,False,False,True
2381,5.387857177693582,2.103539481683592,1.4086707922337551,1,1.0,1.0,25.29,6.66,True,False,False,True,False,False,False
2382,3.77698007149696,3.999549511698714,2.887361685414411,2,0.0,1.0,28.28,8.17,False,False,True,False,False,False,True
2383,2.1539448558649585,3.1819169772710456,2.310945916297564,1,0.0,1.0,27.17,8.63,True,False,False,True,False,False,False
2384,2.0114671376581734,4.713275656869848,3.647783125870576,1,0.0,2.0,26.39,12.74,False,False,True,False,False,True,False
2385,2.2517408100470697,3.6511760368475374,2.4978214170028386,1,0.0,0.0,14.66,6.61,True,False,False,False,False,False,True
2386,6.150496608501516,7.073090587684575,5.678980856532125,2,0.0,2.0,22.87,15.09,True,False,False,True,False,False,False
2387,0.4188326765237558,3.289656297820723,1.8927102529400948,1,0.0,0.0,17.52,5.01,True,False,False,False,False,False,True
2388,7.843840007534538,6.00238642369931,4.372865030735139,0,0.0,2.0,24.73,10.23,True,False,False,False,False,False,True
2389,3.696850782110537,5.991996038982796,4.131930244599158,3,0.0,2.0,24.92,10.49,False,True,False,True,False,False,False
2390,2.845251494392385,2.619656275233912,2.351605734295969,0,0.0,1.0,27.08,9.69,True,False,False,True,False,False,False
2391,5.169246557437504,3.651770266248528,2.611686298995345,2,0.0,1.0,23.0,8.01,True,False,False,True,False,False,False
2392,2.950302105043701,3.748658279861968,1.5718758985580128,1,0.0,1.0,22.23,2.51,False,False,True,False,False,False,True
2393,3.6976993503166025,3.9181837425081816,2.4337726534409505,2,0.0,1.0,23.0,8.01,False,False,True,False,True,False,False
2394,3.7175982422381737,6.126753471179566,4.325114008756634,1,2.0,2.0,25.99,8.99,False,True,False,False,True,False,False
2396,6.617442368111992,5.745948758811318,4.265865959311719,3,0.0,2.0,24.76,11.85,False,True,False,False,True,False,False
2397,2.160231907844459,6.238600180823162,3.863973808213511,2,0.0,2.0,19.2,16.61,True,False,False,False,False,True,False
2398,4.73916251781821,8.25947009060913,4.258974754935398,1,0.0,1.0,23.0,8.01,False,True,False,False,False,True,False
2399,7.83380595310881,5.768041291382315,3.6837121793237113,2,0.0,2.0,26.32,7.78,True,False,False,True,False,False,False
2400,3.125955018439843,2.8286966391348143,1.4341065285098749,1,0.0,0.0,22.27,5.56,True,False,False,False,False,False,True
2401,5.726885170718012,2.1633839953715768,2.4644819608832504,3,0.0,1.0,21.03,13.54,False,False,True,False,False,False,True
2402,3.696850782110537,3.108606819676604,2.5664160914755336,1,0.0,0.0,16.97,7.82,False,False,True,True,False,False,False
2403,4.853170040131168,4.566398388337886,4.00833931387891,0,0.0,2.0,23.41,12.4,True,False,False,False,False,True,False
2404,8.730899446494675,1.7075763764274015,0.8996325433524492,3,0.0,0.0,22.18,1.76,True,False,False,False,False,True,False
2405,3.984718020437775,2.004858674871371,2.326435523791684,1,0.0,1.0,20.39,11.64,False,False,True,False,True,False,False
2406,2.637088788067843,2.8450769174232837,2.0417583915221607,2,0.0,0.0,19.67,7.64,True,False,False,True,False,False,False
2407,3.104178253669837,4.66843325970849,2.732336008792512,2,0.0,1.0,20.96,5.44,False,True,False,True,False,False,False
2408,5.486164103581048,14.819056688386109,10.0,1,0.0,2.0,25.89,14.66,False,True,False,False,False,True,False
2410,6.824106778457743,2.077665528441691,2.1739796938006464,2,0.0,2.0,24.0,9.72,False,False,True,False,False,False,True
2411,7.907285259535129,5.460548058502351,3.6169590728273104,0,0.0,2.0,20.85,7.12,True,False,False,False,False,False,True
2412,4.650996775614458,7.403807310809264,4.538767858196868,1,0.0,2.0,21.98,7.94,False,True,False,False,False,True,False
2413,2.3132154600753583,2.7081581132849704,1.595929383465008,3,0.0,0.0,20.93,7.09,False,False,True,False,False,True,False
2414,1.920636450478168,8.411019001734628,5.030494488849509,1,0.0,2.0,21.74,8.76,True,False,False,False,True,False,False
2415,3.77760557336384,5.4631088709518405,3.447559329609957,1,0.0,2.0,18.88,9.3,True,False,False,True,False,False,False
2416,3.696850782110537,7.132712632830663,4.515067677842488,1,0.0,2.0,27.73,9.13,False,True,False,False,False,False,True
2417,6.010281070055038,4.458686822244836,3.83418919247952,1,0.0,2.0,23.12,11.41,True,False,False,False,False,True,False
2418,1.378387284495544,2.3245171188785148,2.094432085166932,3,0.0,1.0,25.36,8.79,False,False,True,False,True,False,False
2420,5.494734504938958,8.211684326145223,4.9234580282901454,1,2.0,2.0,20.23,8.0,False,True,False,False,False,False,True
2421,4.363483734854793,4.599350887261905,2.4708711652105206,3,0.0,0.0,19.44,7.73,False,True,False,False,True,False,False
2422,2.30355557992089,4.992740666556826,2.549241047957218,1,0.0,1.0,23.0,8.01,True,False,False,False,False,True,False
2423,4.847517021064357,7.260738751635329,4.409268651146585,3,0.0,2.0,21.91,8.87,True,False,False,False,True,False,False
2424,1.5126867546995957,3.946299922178203,2.1899008749876754,1,0.0,0.0,17.65,5.91,False,False,True,False,False,False,True
2425,3.898648332958948,2.572933618427154,1.895625986794468,0,0.0,1.0,23.57,8.41,True,False,False,False,False,False,True
2426,6.865789220635671,2.1164535467678127,1.343708554328731,1,0.0,0.0,27.71,5.72,False,False,True,False,False,True,False
2427,3.187072166592384,3.633141708102497,2.1069444865579907,0,0.0,0.0,28.9,7.68,False,False,True,False,False,False,True
2428,3.5096260270612483,4.2881858958959995,2.8512604168886875,0,0.0,1.0,19.23,11.4,False,False,True,False,False,True,False
2429,4.889022321511287,5.046419594935212,3.112348822613708,1,0.0,2.0,24.77,8.25,False,False,True,True,False,False,False
2430,0.6689679803449325,1.6688757732749766,2.94662985700266,2,0.0,1.0,20.54,14.79,False,False,True,True,False,False,False
2432,4.402956449033578,3.359523367793603,2.984802123947152,2,1.0,2.0,22.7,11.01,False,False,True,False,False,True,False
2433,4.099402986773532,5.025660239413594,3.3529891863632426,0,1.0,2.0,24.91,9.98,True,False,False,True,False,False,False
2434,5.169029404161036,3.5341704947327197,2.052389250188083,3,0.0,0.0,32.27,6.3,True,False,False,True,False,False,False
2435,1.0231773745737351,2.223666449841403,0.9211447890858604,0,0.0,0.0,24.19,3.86,True,False,False,False,False,True,False
2436,4.85255641301727,4.643828936243503,2.110819374444515,1,0.0,2.0,24.08,4.26,False,True,False,True,False,False,False
2437,2.6782905085483346,3.008940372602332,2.5739905554704645,2,0.0,1.0,28.81,9.74,False,False,True,True,False,False,False
2438,3.124746933329578,2.233648120924712,1.7857023959816896,2,0.0,1.0,23.28,9.95,False,False,True,False,True,False,False
2439,1.8303772560012987,6.1803260962332205,3.942211628646186,1,0.0,2.0,27.01,8.86,False,False,True,False,False,True,False
2440,5.523265446780439,2.832646454397997,1.5169856194047602,2,0.0,1.0,20.77,5.65,False,False,True,False,False,True,False
2441,3.466009624189658,1.6166208013666643,2.027898102761599,2,0.0,1.0,23.0,8.01,False,False,True,False,False,False,True
2442,3.67662303283325,3.9676243791932064,2.4839632401866028,1,1.0,1.0,27.39,7.89,True,False,False,False,False,True,False
2443,1.360484740996527,4.586755605787065,3.56234822707414,1,0.0,2.0,23.0,8.01,True,False,False,False,False,True,False
2444,3.696850782110537,2.150279341928653,2.2541449064472694,0,0.0,1.0,25.75,11.58,True,False,False,False,False,True,False
2445,4.691199383789773,1.7482121487239677,1.3103484945967785,2,0.0,0.0,24.34,7.93,False,False,True,False,True,False,False
2446,8.208090647475004,6.484831656565826,3.672850567493219,1,0.0,2.0,22.47,8.44,False,True,False,False,True,False,False
2447,5.693455003093616,4.529897606188511,2.5870675576821767,0,0.0,1.0,24.48,5.36,False,False,True,False,False,True,False
2448,1.4077245656992767,12.561531376749569,7.259189284754095,1,0.0,2.0,23.8,5.76,False,True,False,True,False,False,False
2449,4.089054612569436,7.264453575361278,4.033180759552536,1,0.0,2.0,26.34,8.39,False,True,False,True,False,False,False
2450,2.8014887945670304,3.423522662305297,2.1203107675083186,0,0.0,1.0,19.37,8.42,True,False,False,False,False,False,True
2451,4.395649161709548,2.096317394593107,0.8799999255843207,1,1.0,1.0,25.57,4.46,True,False,False,False,False,False,True
2452,1.8654240996018008,3.428099447466769,0.7845830407555433,1,0.0,0.0,23.0,8.01,True,False,False,True,False,False,False
2453,1.366664446543554,3.808118772227484,2.72063239214871,1,1.0,0.0,28.58,7.77,True,False,False,False,False,True,False
2454,4.206606687052913,5.776910162105552,3.2172708635051004,0,0.0,1.0,20.15,4.71,False,False,True,True,False,False,False
2455,4.235773833589101,4.848695461863199,3.794117048005059,2,1.0,2.0,21.06,12.71,False,True,False,False,False,False,True
2456,0.385190231625897,3.5861926193094886,2.408431056619495,2,0.0,0.0,16.8,7.42,True,False,False,False,True,False,False
2457,5.026490855753465,4.565490905703037,2.957876901164373,1,1.0,1.0,27.42,8.46,True,False,False,True,False,False,False
2458,4.110591292145391,6.164438135786863,3.8241511191351667,3,0.0,2.0,23.94,7.18,False,False,True,True,False,False,False
2459,6.516550714705845,5.684721466997687,3.4905604035961515,0,0.0,2.0,20.24,8.35,True,False,False,False,True,False,False
2460,5.083727254106893,5.016859111421359,3.207937223499341,1,0.0,2.0,23.0,8.01,True,False,False,False,True,False,False
2461,2.337772854246732,5.010150424699807,3.249704285783431,1,0.0,2.0,23.72,8.54,True,False,False,False,False,True,False
2462,5.795068285816488,2.4106508643593694,2.77937670959598,1,0.0,2.0,24.58,12.83,True,False,False,True,False,False,False
2463,3.8620259897578975,2.293493293708642,2.2211079459304903,3,0.0,1.0,23.54,10.14,False,False,True,False,False,False,True
2464,3.160633569107287,3.049682904561857,2.1516253808345387,1,0.0,0.0,20.51,7.48,True,False,False,False,False,True,False
2465,3.703157300159729,4.963935492451979,3.047944211422952,1,0.0,2.0,24.59,7.41,True,False,False,True,False,False,False
2466,3.784440312817125,4.362917518501988,4.3755005008317305,0,0.0,2.0,24.35,13.63,True,False,False,False,False,False,True
2467,2.819745040513417,5.464389145975034,3.3631863113176346,2,0.0,0.0,33.38,10.17,False,True,False,False,False,True,False
2468,2.732734288167993,4.239935901779317,2.753640459085263,1,0.0,1.0,24.91,6.75,True,False,False,False,False,True,False
2469,4.37086129312438,5.312920432877129,3.366912855127167,1,0.0,0.0,17.59,10.9,False,True,False,False,False,True,False
2470,2.31464886257204,4.110350487842073,2.574830135638906,0,0.0,1.0,22.79,7.47,False,False,True,False,False,True,False
2471,3.680962319313016,3.676880900360356,2.871099390790074,1,0.0,2.0,20.48,9.77,True,False,False,False,True,False,False
2472,2.5053492363186467,4.555982511259453,2.705890739552423,3,0.0,1.0,21.05,6.87,False,False,True,False,False,False,True
2473,5.780962494388319,4.224357879239223,2.800003671783724,0,0.0,1.0,19.66,7.35,True,False,False,True,False,False,False
2474,5.900504609955045,3.479490554869204,3.013213771850648,1,2.0,1.0,21.88,10.52,False,True,False,False,True,False,False
2475,2.972248971307732,2.870082511821727,2.0766547625128777,3,0.0,0.0,17.0,8.72,True,False,False,True,False,False,False
2476,4.697794521996312,2.155375708506957,1.6118512423733131,1,0.0,0.0,29.79,7.58,True,False,False,False,False,False,True
2477,7.067122648646014,2.418500670248994,0.7453783947039311,2,0.0,0.0,29.06,3.24,True,False,False,False,False,True,False
2478,4.513545523559395,2.4512496315653687,1.2889850247386665,1,0.0,0.0,17.45,4.05,False,False,True,True,False,False,False
2479,5.779944823996939,3.4188125144420023,2.0668883396823774,1,0.0,1.0,26.2,6.86,False,False,True,False,True,False,False
2480,1.1518509976290714,4.342713703220282,2.400728874004873,1,0.0,1.0,21.45,6.83,True,False,False,False,False,True,False
2481,2.859195747454753,6.018644898899999,4.159948150850768,1,0.0,0.0,31.97,6.9,True,False,False,True,False,False,False
2482,2.307419576767718,3.131235086922403,2.5392503359261176,2,1.0,0.0,31.07,8.94,False,False,True,False,True,False,False
2483,2.910882029116787,4.582575089254233,3.549787486177657,2,0.0,1.0,29.23,9.81,True,False,False,False,False,True,False
2485,2.6297366474073502,3.602586608355798,2.3288936188080718,2,1.0,1.0,25.2,9.44,True,False,False,False,False,True,False
2486,4.837202081125937,2.3313956095489745,1.3714059729330563,0,0.0,0.0,27.06,4.48,False,False,True,False,True,False,False
2488,3.398867873036364,3.3742746050432024,1.9475792425846563,0,0.0,1.0,24.74,5.31,True,False,False,False,True,False,False
2489,3.85672347550988,3.853292638183964,2.479807513113153,2,0.0,0.0,15.29,7.22,True,False,False,True,False,False,False
2490,0.7829415309279232,7.871070171313006,4.74055892434921,2,0.0,2.0,22.21,12.06,True,False,False,False,True,False,False
2491,2.1466592899089254,1.8966380867128132,1.5324765257547692,1,0.0,0.0,29.59,13.52,False,False,True,False,True,False,False
2492,3.253211908062879,2.408083208963378,2.1903117217705024,1,0.0,1.0,22.72,9.28,True,False,False,False,False,False,True
2493,2.227235344632106,3.1682759589020923,1.75431963798244,2,0.0,0.0,19.29,6.65,True,False,False,False,True,False,False
2494,3.7384701087847754,3.5751365961803647,1.0692614400126117,3,0.0,0.0,28.23,1.35,False,False,True,False,True,False,False
2495,3.156196798813176,5.115569894211869,3.613876137605672,1,0.0,2.0,28.16,11.49,True,False,False,True,False,False,False
2496,5.910955819022114,4.485139724104179,2.4806913192896243,2,0.0,0.0,17.8,5.22,False,False,True,False,False,False,True
2497,6.559208008781248,2.6885190709569327,1.9576917447683777,2,0.0,2.0,22.75,13.23,True,False,False,False,False,False,True
2498,8.626363936698915,2.0683903271706483,1.4924401879658138,3,0.0,0.0,17.98,7.04,True,False,False,False,True,False,False
2499,9.162429860171317,6.191410495441401,3.6361641335118753,1,1.0,1.0,17.3,9.79,False,False,True,False,True,False,False
2500,1.1017622697406233,4.754451838250359,2.290229985963656,1,0.0,0.0,17.65,5.25,False,False,True,True,False,False,False
2501,0.3003504166483596,6.377657559217959,3.8603314599374583,2,0.0,1.0,27.5,7.77,False,False,True,False,False,True,False
2502,2.92343800157994,4.3197128007986025,2.8007655379069174,2,0.0,1.0,22.33,7.69,False,True,False,True,False,False,False
2503,6.881767505500629,3.397975889015664,2.813613441946557,1,0.0,2.0,19.42,10.13,True,False,False,False,True,False,False
2504,4.813401686677116,2.268384102624259,1.502248343547624,1,0.0,1.0,20.74,7.53,True,False,False,False,True,False,False
2505,2.5928805582075114,4.440396830741912,3.853187115547636,1,0.0,2.0,23.75,12.53,False,False,True,True,False,False,False
2506,1.836380381966142,2.854735622995073,2.331138164209244,2,0.0,0.0,27.8,8.72,False,False,True,False,True,False,False
2507,1.8029417050611127,2.496029834992359,1.5902808923527352,1,0.0,0.0,25.97,8.16,True,False,False,False,False,True,False
2508,6.537670724442124,9.224225553355662,4.671176547082748,1,0.0,2.0,17.24,5.42,False,True,False,False,True,False,False
2509,3.02104889312638,4.552077680791034,3.2271662465270587,3,0.0,2.0,22.13,9.22,False,False,True,False,False,False,True
2510,3.68198084551736,1.9600299178896765,1.3882961551358908,0,0.0,0.0,19.21,8.22,True,False,False,False,False,False,True
2511,4.479858724004887,8.561954551468563,6.083367394072303,2,0.0,2.0,20.39,8.63,False,True,False,True,False,False,False
2512,4.706469792726653,2.7974688184384418,1.2610218564636306,0,0.0,0.0,20.85,4.92,False,False,True,True,False,False,False
2513,3.696850782110537,5.85667437105754,3.45216354591476,3,0.0,2.0,25.41,7.2,False,True,False,False,False,False,True
2514,1.8660391870767987,2.9869938745594737,1.9779262832869668,2,0.0,0.0,19.95,6.72,False,False,True,True,False,False,False
2515,1.5258330041524124,3.677820745967976,3.7314365430609806,2,0.0,2.0,20.31,13.87,True,False,False,False,False,False,True
2516,3.0189348569835524,4.856619209976039,2.39206318999471,2,1.0,0.0,18.3,5.25,True,False,False,False,True,False,False
2517,2.090758732757183,7.388516390548444,3.7500489304655376,0,0.0,2.0,21.35,5.35,False,True,False,False,True,False,False
2518,5.059339422696284,3.3838804367049664,1.6898732972926676,1,0.0,1.0,21.69,5.19,False,True,False,False,True,False,False
2519,3.7939899858915966,3.735595754401447,1.6350702277516378,0,0.0,1.0,21.53,5.43,False,True,False,True,False,False,False
2520,2.648919640369214,7.99162032041885,3.9864993300614233,2,0.0,2.0,21.57,4.43,False,True,False,True,False,False,False
2521,2.743997724481992,2.068724296322794,1.6982113929437257,1,0.0,1.0,27.33,8.72,False,False,True,False,False,False,True
2522,0.504691954593624,3.74980653752082,2.3594941645141247,3,0.0,0.0,16.76,8.46,True,False,False,False,True,False,False
2523,7.081191053510244,4.704954072916777,3.040454013398304,1,0.0,0.0,32.83,7.79,True,False,False,True,False,False,False
2524,1.9573890910270828,3.795065791577096,1.7483831168194803,1,0.0,1.0,23.07,4.79,False,True,False,False,True,False,False
2525,3.3747846965672785,4.873877171585321,2.490851834041301,1,0.0,0.0,14.59,4.84,True,False,False,False,False,False,True
2526,5.3470664133802295,4.022125960279258,3.6232674721355536,0,0.0,2.0,21.87,12.01,False,True,False,True,False,False,False
2527,2.071655739822611,6.805891722268419,4.261487682531774,1,0.0,1.0,17.95,9.3,False,False,True,False,True,False,False
2528,3.218011359924544,4.130419191697746,2.7319468258166975,2,0.0,1.0,18.49,8.63,True,False,False,False,True,False,False
2529,2.3151384347251005,2.370875498056833,1.460434325360145,1,0.0,0.0,20.09,7.1,False,False,True,True,False,False,False
2530,4.48347010707494,2.970697774949032,1.9397246326566409,3,0.0,1.0,25.53,8.13,True,False,False,False,True,False,False
2531,4.087654934396689,4.616797512016488,3.526769703556428,1,0.0,1.0,18.9,10.87,True,False,False,True,False,False,False
2532,3.4090013404100903,5.357082337826501,3.071333614937564,3,0.0,1.0,19.05,6.07,True,False,False,False,True,False,False
