,sunlight_hours,soil_moisture_index,soil_health_index,irrigation_type,region,crop_variety,growth_stage,disease_severity,certification_level,yield_category,soil_temperature,soil_nitrogen
2491,2.1466592899089254,1.8966380867128132,,sprinkler,North,Var_31,Vegetative,,ISO9001,Low,29.59,13.52
2492,3.253211908062879,2.408083208963378,2.1903117217705024,drip,West,Var_36,Vegetative,No Disease,ISO9001,Medium,22.72,9.28
2493,2.227235344632106,3.1682759589020923,1.75431963798244,drip,North,Var_26,Flowering,No Disease,ISO9001,Low,19.29,6.65
2494,3.7384701087847754,3.5751365961803647,1.0692614400126117,sprinkler,North,Var_14,Maturity,No Disease,ISO9001,Low,28.23,1.35
2495,3.156196798813176,5.115569894211869,3.613876137605672,drip,East,Var_33,Vegetative,No Disease,ISO9001,High,28.16,11.49
2496,5.910955819022114,4.485139724104179,2.4806913192896243,sprinkler,West,Var_37,Flowering,No Disease,ISO9001,Low,17.8,5.22
2497,6.559208008781248,2.6885190709569327,,drip,West,Var_28,Flowering,No Disease,ISO9001,High,22.75,13.23
2498,8.626363936698915,2.0683903271706483,1.4924401879658138,drip,North,Var_02,Maturity,No Disease,ISO9001,Low,17.98,7.04
2499,9.162429860171317,6.191410495441401,3.6361641335118753,sprinkler,North,Var_01,Vegetative,Low,ISO9001,Medium,17.3,9.79
2500,1.1017622697406233,4.754451838250359,2.290229985963656,sprinkler,East,Var_02,Vegetative,No Disease,ISO9001,Low,17.65,5.25
2501,0.3003504166483596,6.377657559217959,3.8603314599374583,sprinkler,South,Var_01,Flowering,No Disease,ISO9001,Medium,27.5,7.77
2502,2.92343800157994,4.3197128007986025,2.8007655379069174,flood,East,Var_04,Flowering,No Disease,ISO9001,Medium,22.33,7.69
2503,6.881767505500629,3.397975889015664,2.813613441946557,drip,North,Var_11,Vegetative,No Disease,ISO9001,High,19.42,10.13
2504,4.813401686677116,2.268384102624259,1.502248343547624,drip,North,Var_39,Vegetative,No Disease,ISO9001,Medium,20.74,7.53
2505,2.5928805582075114,4.440396830741912,3.853187115547636,sprinkler,East,Var_39,Vegetative,No Disease,ISO9001,High,23.75,12.53
2506,1.836380381966142,2.854735622995073,2.331138164209244,sprinkler,North,Var_39,Flowering,No Disease,ISO9001,Low,27.8,8.72
2507,1.8029417050611127,2.496029834992359,1.5902808923527352,drip,South,Var_40,Vegetative,No Disease,ISO9001,Low,25.97,8.16
2508,6.537670724442124,9.224225553355662,4.671176547082748,flood,North,Var_03,Vegetative,No Disease,ISO9001,High,17.24,5.42
2509,3.02104889312638,4.552077680791034,3.2271662465270587,sprinkler,West,Var_16,Maturity,No Disease,ISO9001,High,22.13,9.22
2510,3.68198084551736,1.9600299178896765,1.3882961551358908,drip,West,Var_39,Seedling,,ISO9001,Low,19.21,8.22
2511,4.479858724004887,,6.083367394072303,flood,East,Var_04,Flowering,No Disease,ISO9001,High,20.39,8.63
2512,4.706469792726653,2.7974688184384418,1.2610218564636306,sprinkler,East,Var_17,Seedling,No Disease,ISO9001,Low,20.85,4.92
2513,,5.85667437105754,3.45216354591476,flood,West,Var_06,Maturity,No Disease,ISO9001,High,25.41,7.2
2514,1.8660391870767987,2.9869938745594737,1.9779262832869668,sprinkler,East,Var_40,Flowering,No Disease,ISO9001,Low,19.95,6.72
2515,1.5258330041524124,3.677820745967976,3.7314365430609806,drip,West,Var_13,Flowering,No Disease,ISO9001,High,20.31,13.87
2516,3.0189348569835524,4.856619209976039,2.39206318999471,drip,North,Var_05,Flowering,Low,ISO9001,Low,18.3,5.25
2517,2.090758732757183,7.388516390548444,3.7500489304655376,flood,North,Var_40,Seedling,No Disease,ISO9001,High,21.35,5.35
2518,5.059339422696284,3.3838804367049664,1.6898732972926676,flood,North,Var_31,Vegetative,No Disease,ISO9001,Medium,21.69,5.19
2519,3.7939899858915966,3.735595754401447,1.6350702277516378,flood,East,Var_03,Seedling,No Disease,ISO9001,Medium,21.53,5.43
2520,2.648919640369214,7.99162032041885,3.9864993300614233,flood,East,Var_39,Flowering,No Disease,ISO9001,High,21.57,4.43
2521,2.743997724481992,2.068724296322794,1.6982113929437257,sprinkler,West,Var_18,Vegetative,No Disease,ISO9001,Medium,27.33,8.72
2522,0.504691954593624,3.74980653752082,2.3594941645141247,drip,North,Var_06,Maturity,No Disease,ISO9001,Low,16.76,8.46
2523,7.081191053510244,4.704954072916777,,drip,East,Var_21,Vegetative,No Disease,ISO9001,Low,32.83,7.79
2524,1.9573890910270828,3.795065791577096,1.7483831168194803,flood,North,Var_03,Vegetative,No Disease,ISO9001,Medium,23.07,4.79
2525,3.3747846965672785,4.873877171585321,2.490851834041301,drip,West,Var_05,Vegetative,No Disease,ISO9001,Low,14.59,4.84
2526,5.3470664133802295,4.022125960279258,3.6232674721355536,flood,East,Var_27,Seedling,No Disease,ISO9001,High,21.87,12.01
2527,2.071655739822611,6.805891722268419,4.261487682531774,sprinkler,North,Var_11,Vegetative,No Disease,ISO9001,Medium,17.95,9.3
2528,3.218011359924544,,,drip,North,Var_18,Flowering,No Disease,ISO9001,Medium,18.49,8.63
2529,2.3151384347251005,2.370875498056833,1.460434325360145,sprinkler,East,Var_02,Vegetative,No Disease,ISO9001,Low,20.09,7.1
2530,4.48347010707494,2.970697774949032,1.9397246326566409,drip,North,Var_05,Maturity,,ISO9001,Medium,25.53,8.13
2531,4.087654934396689,4.616797512016488,3.526769703556428,drip,East,Var_02,Vegetative,No Disease,ISO9001,Medium,18.9,10.87
2532,3.4090013404100903,5.357082337826501,3.071333614937564,drip,North,Var_01,Maturity,No Disease,ISO9001,Medium,19.05,6.07
2533,,5.7039533977501495,3.32609328693536,flood,West,Var_17,Flowering,No Disease,ISO9001,High,25.59,7.41
2534,2.393057204920116,4.583927410360645,3.214048662410027,flood,West,Var_26,Flowering,No Disease,ISO9001,Low,17.76,9.61
2535,4.613570973665168,3.264375470445669,1.6109248526413555,sprinkler,East,Var_33,Flowering,No Disease,ISO9001,Medium,24.88,4.67
2536,2.3394327024549137,3.14857258767289,2.743424368074128,drip,North,Var_03,Vegetative,No Disease,ISO9001,Medium,21.97,9.96
2537,,3.2671756989385936,2.277751050745471,drip,East,Var_15,Vegetative,,ISO9001,Medium,23.08,8.31
2538,,3.0649395789057694,2.4087602772149848,sprinkler,South,Var_19,Maturity,No Disease,ISO9001,High,24.01,9.0
2539,1.870915660715676,2.370575789966737,2.98615662874828,drip,North,Var_11,Maturity,No Disease,ISO9001,Medium,24.95,14.89
2540,4.74830210040038,4.31581555539078,4.253456158939467,drip,North,Var_01,Vegetative,No Disease,ISO9001,High,26.78,15.44
2541,3.4890875132946824,3.997716017920838,1.3426936459448593,drip,South,Var_13,Maturity,No Disease,ISO9001,Low,27.01,3.25
2542,5.040354520081734,1.7328940253552485,1.349580778531949,drip,West,Var_03,Seedling,No Disease,ISO9001,Medium,22.73,6.3
2543,,4.603166192257134,3.689694983355798,drip,East,Var_21,Seedling,No Disease,ISO9001,Medium,29.81,10.5
2544,3.102784903938881,2.8151450263655065,2.338784550727441,drip,South,Var_04,Flowering,No Disease,ISO9001,,23.93,8.29
2545,1.67777136471335,3.3547730515484777,1.6852565316383818,sprinkler,South,Var_04,Flowering,No Disease,ISO9001,Low,,
2546,1.9831270711943785,3.144825051003157,1.5845414852268092,drip,North,Var_23,Vegetative,No Disease,ISO9001,Low,20.38,6.12
2547,4.001750825011634,2.1724734002968327,1.86266596672854,drip,North,Var_36,Flowering,No Disease,ISO9001,Low,13.35,7.26
2548,1.8681825319039729,4.827833993442551,3.6951613638953527,flood,South,Var_20,Vegetative,No Disease,ISO9001,High,19.08,11.74
2549,4.870016123965909,2.297886010985449,1.1178602897620558,drip,South,Var_11,Maturity,No Disease,ISO9001,Low,21.07,5.65
2550,4.4314954024348,,2.9861444624033284,sprinkler,West,Var_01,Vegetative,No Disease,ISO9001,High,21.91,13.05
2551,2.2597471884516995,4.110131076630321,3.2143675999303167,drip,South,Var_32,Vegetative,No Disease,ISO9001,High,24.39,9.88
2552,2.875532055147878,4.36788062233758,1.916589433989768,drip,South,Var_21,Flowering,No Disease,ISO9001,Medium,22.29,3.62
2553,2.8873327133870648,5.031905203773512,3.522123371964636,drip,North,Var_03,Vegetative,No Disease,ISO9001,Medium,17.88,10.55
2554,6.059258047359385,3.599990933531666,2.779073135796817,flood,East,Var_04,Flowering,Low,ISO9001,Medium,20.1,8.48
2555,1.130144998356747,5.091923203625767,2.840865918139345,drip,East,Var_03,Maturity,No Disease,ISO9001,,27.0,7.39
2556,1.8497040909543048,5.127725730780496,4.053211607830468,drip,East,Var_30,Seedling,No Disease,ISO9001,High,25.75,13.11
2557,2.057528326996008,4.271197546212464,3.200180111799217,drip,South,Var_28,Seedling,No Disease,ISO9001,Medium,19.74,9.34
2558,2.13049273979765,4.537327111131608,,sprinkler,East,Var_21,Flowering,No Disease,ISO9001,Medium,27.11,4.9
2559,3.020742079823856,3.9305711861274526,3.1814262729379235,drip,West,Var_04,Flowering,Low,ISO9001,Low,30.33,10.49
2560,1.931686283089585,2.695277030959323,2.754873629809476,drip,South,Var_35,Vegetative,No Disease,ISO9001,High,22.29,11.94
2561,3.9559369423386688,,2.1336244887075924,sprinkler,South,Var_02,Seedling,No Disease,ISO9001,Low,20.5,6.08
2562,6.660920911249685,2.484292905150144,3.529204967920668,sprinkler,North,Var_24,Flowering,No Disease,ISO9001,High,20.88,14.89
2563,0.6653511256148481,4.999945565824185,3.21574285104133,sprinkler,South,Var_37,Maturity,Low,ISO9001,,20.49,7.5
2564,3.108842053996145,3.41000501328618,2.251611994831648,sprinkler,South,Var_04,Maturity,No Disease,ISO9001,Medium,22.84,8.61
2565,2.638841203692178,3.5631930052967173,3.181120807345416,drip,North,Var_12,Vegetative,No Disease,ISO9001,High,25.17,12.11
2566,,,,flood,North,Var_10,Vegetative,No Disease,ISO9001,High,18.48,4.7
2567,2.582672124749586,3.0840082021291124,2.5134153360822378,drip,South,Var_21,Vegetative,No Disease,ISO9001,,24.16,11.34
2568,4.760684297995458,3.459535564460697,2.626790019443677,sprinkler,West,Var_13,Maturity,No Disease,ISO9001,High,21.2,10.7
2569,3.716879907421722,4.591269860626901,2.935244389753389,sprinkler,South,Var_30,Vegetative,No Disease,ISO9001,Low,31.06,7.58
2570,7.666049383673759,6.007060285577744,3.988311474467971,flood,East,Var_03,Flowering,Low,ISO9001,High,23.65,8.94
2571,4.365282421905121,3.51225607595084,,drip,East,Var_10,Maturity,Low,ISO9001,Medium,25.78,10.91
2572,5.448853478553136,2.133098085833286,2.254897767264292,sprinkler,North,Var_40,Vegetative,No Disease,ISO9001,High,24.89,10.59
2573,4.195500264820119,5.048914720412453,3.0547382440321966,drip,East,Var_01,Maturity,No Disease,ISO9001,High,24.76,6.32
2574,,5.993565065676479,3.608867560011817,drip,East,Var_33,Seedling,Low,ISO9001,High,23.31,4.76
2575,2.636160158634121,1.6407543425611772,0.5923037054488943,drip,East,Var_38,Flowering,No Disease,ISO9001,Low,23.24,4.44
2576,5.61284525276078,2.203393602901714,1.9214196622313675,drip,West,Var_24,Flowering,Low,ISO9001,Medium,22.94,8.19
2577,1.4037989202088914,,2.102779076915579,drip,West,Var_23,Vegetative,No Disease,ISO9001,Low,23.86,7.87
2578,2.191794793678433,3.683770451432541,2.8502243732946466,sprinkler,South,Var_24,Vegetative,No Disease,ISO9001,Medium,19.39,7.76
2579,3.602923199415466,5.253643308010837,2.086922561626225,sprinkler,North,Var_17,Seedling,No Disease,ISO9001,Medium,24.52,4.33
2580,2.628482091440012,2.972210418644605,1.2119828824835948,sprinkler,South,Var_06,Maturity,No Disease,ISO9001,Low,25.03,5.02
2581,4.545416601890825,4.120340046267711,3.70050376790993,drip,East,Var_21,Flowering,Low,ISO9001,High,25.96,11.72
2582,1.8687790441807608,3.3871310351706487,3.984794697877483,drip,South,Var_21,Flowering,,ISO9001,High,20.81,17.11
2583,4.177197276006207,3.5559237549123788,2.416531984572257,sprinkler,South,Var_02,Maturity,No Disease,ISO9001,Low,29.82,8.88
2584,5.787662253277135,2.9058140790797298,2.2528519042507127,drip,South,Var_04,Maturity,No Disease,ISO9001,,24.95,9.81
2585,,4.328501187925015,1.8342081517750808,sprinkler,East,Var_01,Vegetative,No Disease,ISO9001,Low,28.2,4.44
2586,5.115213014771903,7.922041291576731,4.00573129632058,drip,East,Var_03,Maturity,No Disease,ISO9001,High,22.68,4.17
2587,2.832141284994546,4.776127937142295,2.090063535240526,drip,East,Var_36,Maturity,No Disease,ISO9001,Low,26.33,3.05
2588,7.029439021178943,3.888491412430928,,drip,West,Var_06,Flowering,No Disease,ISO9001,High,24.17,4.46
2589,2.520731429543645,4.741706091257608,3.3114057128267413,sprinkler,East,Var_01,Vegetative,No Disease,ISO9001,High,25.42,8.72
2590,4.827502462439012,5.030712130193161,2.102502270138553,drip,North,Var_20,Flowering,Medium,ISO9001,Low,22.82,3.95
2591,0.9640962272584988,,1.5069578932075354,sprinkler,West,Var_15,Vegetative,No Disease,ISO9001,Low,28.78,10.93
2592,4.020134938668125,6.159741377790555,3.9398447870106272,sprinkler,South,Var_07,Vegetative,No Disease,ISO9001,High,24.62,7.35
2593,2.9113027647785,,,sprinkler,North,Var_27,Flowering,Low,ISO9001,Low,,
2594,,4.415106279283651,2.1187316729182344,drip,West,Var_39,Maturity,No Disease,ISO9001,Medium,18.45,4.76
2595,2.313838350223961,2.9219938953149964,2.81119944596939,drip,South,Var_39,Vegetative,No Disease,ISO9001,High,22.21,10.93
2596,1.9346753231479024,4.25149045441806,1.6470163338774135,sprinkler,East,Var_07,Flowering,No Disease,ISO9001,Low,22.22,3.44
2597,7.159459954790418,3.5781504057196134,,drip,West,Var_19,Flowering,No Disease,ISO9001,High,27.7,11.9
2598,3.7049380565232783,2.0762795747161187,1.4650606603840275,drip,North,Var_37,Vegetative,No Disease,ISO9001,Low,18.95,6.39
2599,4.027456275017456,3.100694174776318,2.6066179401191207,drip,North,Var_03,Maturity,No Disease,ISO9001,Medium,21.28,9.73
2600,6.668101201578956,2.5162590902998487,1.6219531019796805,sprinkler,North,Var_20,Flowering,Low,ISO9001,Low,29.56,6.38
2601,2.7795178171403885,2.430662883957135,1.3474196644527248,drip,East,Var_12,Vegetative,No Disease,ISO9001,Low,23.52,5.78
2602,2.832126988191918,2.962734995499695,2.435020391645534,drip,East,Var_01,Maturity,No Disease,ISO9001,High,22.47,8.86
2603,1.7740240943205163,1.413288648242846,1.1974239816729424,sprinkler,South,Var_19,Flowering,,ISO9001,Low,24.05,6.26
2604,1.9571250783004803,2.814857261189375,2.1652433123134127,drip,East,Var_05,Flowering,No Disease,ISO9001,Medium,27.58,9.1
2605,4.742432655791293,10.369146725407964,5.652035883554191,flood,South,Var_30,Vegetative,No Disease,ISO9001,High,24.45,7.8
2606,1.6234126903775323,5.731741371051825,3.0836433833429835,sprinkler,South,Var_12,Seedling,No Disease,ISO9001,Low,28.48,6.48
2607,4.890467696853007,5.947871217607569,2.974419429202838,flood,South,Var_03,Flowering,Low,ISO9001,High,24.56,4.88
2608,2.513649815643331,5.521976838060311,2.8569616156950035,drip,South,Var_01,Flowering,No Disease,ISO9001,High,25.64,4.87
2609,0.659264390931393,2.474181139710297,1.1505558688663673,drip,East,Var_17,Vegetative,No Disease,ISO9001,Low,22.71,3.39
2610,4.885523995940356,4.483416800353226,2.6865882803257706,sprinkler,South,Var_04,Vegetative,No Disease,ISO9001,High,23.07,7.99
2611,1.7900675958452807,2.2982784703091177,2.082230181293037,drip,West,Var_15,Flowering,No Disease,ISO9001,Low,19.19,11.13
2612,6.682851791571526,6.724145003403696,4.940785690324035,flood,West,Var_04,Vegetative,Low,ISO9001,High,24.94,12.88
2613,5.965901927028787,2.653110507748593,2.268089859106845,sprinkler,East,Var_01,Seedling,No Disease,ISO9001,Medium,26.91,10.66
2614,1.787308694740205,6.765257940858849,4.854808263074251,drip,North,Var_11,Vegetative,No Disease,ISO9001,High,22.81,12.76
2615,3.83270720675943,6.503667291185772,4.822150711643475,drip,North,Var_15,Flowering,Low,ISO9001,High,19.61,10.44
2616,9.841071180970786,3.086428515254376,,drip,South,Var_13,Flowering,No Disease,ISO9001,Medium,22.45,5.68
2617,,,2.496362017746731,flood,North,Var_32,Flowering,Low,ISO9001,High,24.84,6.41
2618,3.2372680472511246,7.082793333107818,4.4743811855663935,drip,East,Var_18,Vegetative,No Disease,ISO9001,Medium,16.27,8.36
2619,5.012524207378276,5.988014145680788,4.488903215682422,drip,East,Var_20,Vegetative,No Disease,ISO9001,High,21.63,13.0
2620,4.674661220380678,4.804878412388623,2.4753691853697424,drip,West,Var_22,Flowering,Low,ISO9001,Medium,20.44,6.92
2621,2.5752667289222204,2.75452099957819,1.5265194699964342,drip,South,Var_04,Flowering,No Disease,ISO9001,Medium,24.99,5.99
2622,4.117858530746503,5.841911211964774,4.202395264130553,drip,North,Var_15,Flowering,No Disease,ISO9001,High,20.24,12.82
2623,4.201151087201843,4.230697405571748,3.0196235164832923,drip,East,Var_39,Maturity,No Disease,ISO9001,High,23.43,8.45
2624,4.383282681088174,2.880849884513619,0.5157332577089544,drip,North,Var_17,Vegetative,No Disease,ISO9001,Low,19.11,1.82
2625,,6.552708340611033,5.045233614830583,drip,South,Var_11,Maturity,No Disease,ISO9001,High,24.25,12.51
2626,3.320614258709233,,3.550435482465076,drip,South,Var_12,Seedling,No Disease,ISO9001,High,26.44,9.26
2627,2.3093496336436736,,3.6757614145432056,drip,West,Var_01,Flowering,No Disease,ISO9001,Medium,28.22,12.16
2628,1.9690729709392367,3.48099369770778,2.461089490218938,flood,South,Var_03,Vegetative,No Disease,ISO9001,Medium,,
2629,3.64381548346634,4.499460890673193,,drip,East,Var_33,Vegetative,Low,ISO9001,Medium,26.5,5.2
2630,6.126945795558707,5.170100086118326,3.5967879707420387,drip,South,Var_18,Vegetative,No Disease,ISO9001,High,24.92,9.92
2631,2.288180580844479,3.8665250566659584,2.687230069003764,sprinkler,East,Var_15,Maturity,,ISO9001,High,23.35,9.17
2632,2.8974754940620877,3.928020733631596,2.4932388428224885,drip,East,Var_19,Maturity,High,ISO9001,Low,18.08,7.62
2633,4.717643021603414,,2.741598057166403,sprinkler,South,Var_25,Flowering,No Disease,ISO9001,Medium,25.03,9.99
2634,2.0813876942119234,8.503488428014474,4.9809971094617,drip,North,Var_24,Maturity,No Disease,ISO9001,High,26.34,6.87
2635,4.625420421108302,3.489510279561916,1.669992155706023,drip,East,Var_04,Flowering,No Disease,ISO9001,Low,17.65,1.83
2636,2.8036811559917645,2.5991036025559384,2.9711872779698,sprinkler,North,Var_04,Vegetative,No Disease,ISO9001,Medium,21.73,13.43
2637,2.12564343607572,3.4608730119240576,2.282740993617075,sprinkler,North,Var_07,Seedling,No Disease,ISO9001,Low,18.68,5.93
2638,,7.488988946787655,4.791716954946404,drip,East,Var_18,Vegetative,No Disease,ISO9001,High,25.96,9.81
2639,4.902145102786188,7.693849875820325,4.872004722272043,flood,East,Var_02,Seedling,No Disease,ISO9001,High,28.22,9.79
2640,6.723453566526136,7.7255500625922675,4.434967180537785,flood,South,Var_26,Flowering,Low,ISO9001,High,21.61,7.64
2641,7.049993661214399,6.511463726161211,2.9150297861670174,flood,East,Var_30,Vegetative,No Disease,ISO9001,Low,16.99,3.17
2642,3.165690112288346,,2.82702990995067,drip,North,Var_35,Vegetative,No Disease,ISO9001,High,23.79,6.73
2643,3.416259912550868,4.145290314318667,2.8874412325933707,drip,East,Var_27,Vegetative,No Disease,ISO9001,High,26.71,8.54
2644,6.383292784598437,2.9501004401718944,0.9960567875211712,drip,East,Var_19,Vegetative,No Disease,ISO9001,Low,20.4,2.15
2645,3.4883799712674417,4.447667116953012,,sprinkler,South,Var_03,Vegetative,No Disease,ISO9001,Medium,24.16,3.26
2646,3.1818846944537897,2.9443639738884166,2.595984224070331,drip,West,Var_18,Seedling,No Disease,ISO9001,Medium,29.76,11.61
2647,1.4919453144094732,4.3953810982288655,2.6527183557000344,sprinkler,East,Var_10,Flowering,No Disease,ISO9001,Low,26.15,6.79
2648,2.373692451228023,4.052277735007634,3.1611066612919245,drip,North,Var_33,Vegetative,Low,ISO9001,Medium,21.73,10.13
2649,5.869365091559686,3.834466571200584,3.1767839262376194,drip,East,Var_33,Vegetative,No Disease,ISO9001,High,22.83,10.69
2650,7.119669447523002,,1.1671467510874212,sprinkler,East,Var_04,Seedling,No Disease,ISO9001,Low,26.91,5.23
2651,4.65144536969941,5.818028759712773,2.546622645353523,flood,North,Var_09,Flowering,Low,ISO9001,Medium,25.9,4.22
2652,5.41266668757255,4.513544853565183,2.9708643221654896,drip,North,Var_17,Vegetative,No Disease,ISO9001,Low,17.25,7.33
2653,3.8304999992163866,6.152339307157381,4.131803135401777,flood,South,Var_14,Maturity,No Disease,ISO9001,High,27.87,8.65
2654,9.288359243156531,2.679740367937183,2.1268610101524885,drip,East,Var_06,Maturity,Low,ISO9001,Medium,22.34,8.08
2655,1.4623854894591777,7.931461232949151,4.23583833480158,drip,East,Var_22,Vegetative,No Disease,ISO9001,High,24.27,6.08
2656,5.431525169834872,2.4382754008933074,1.947243565337624,sprinkler,West,Var_06,Maturity,No Disease,ISO9001,Low,29.43,8.03
2657,1.0901963652369786,3.50624916356898,2.1652294203510123,flood,East,Var_21,Vegetative,No Disease,ISO9001,Medium,25.65,5.93
2658,5.998558882607545,4.384568635565203,3.2037472082710696,drip,South,Var_14,Vegetative,No Disease,ISO9001,Low,31.68,9.66
2659,4.705465126557669,,2.5186771693984564,drip,North,Var_19,Vegetative,No Disease,ISO9001,Medium,24.71,8.37
2660,5.570457262462729,3.408532326310452,1.4399796751693958,drip,West,Var_17,Vegetative,No Disease,ISO9001,Low,31.51,2.76
2661,5.26450812726948,3.17998604321115,0.968832898096771,sprinkler,West,Var_15,Maturity,,ISO9001,Low,17.74,1.28
2662,3.640125797997704,3.5632223409332493,2.510150007593622,sprinkler,South,Var_19,Seedling,No Disease,ISO9001,Low,18.01,8.34
2663,1.1698007732949167,,3.675961755878511,drip,East,Var_01,Flowering,Low,ISO9001,High,26.76,14.91
2664,2.8287094768626053,2.622244859434201,1.9020173673117569,drip,East,Var_02,Seedling,No Disease,ISO9001,Low,20.32,7.79
2665,0.488019466266446,2.6762931522333395,1.186960525759321,drip,West,Var_01,Flowering,Low,ISO9001,Low,27.18,4.42
2666,4.418727242965382,6.4104297639188985,3.9152658739748953,drip,North,Var_16,Vegetative,,ISO9001,Low,13.42,9.1
2667,,5.767370441298422,3.867820791486944,drip,East,Var_15,Vegetative,No Disease,ISO9001,High,21.89,8.74
2668,4.698589892219748,3.8406818042830166,2.947242877602908,drip,East,Var_21,Vegetative,No Disease,ISO9001,Medium,19.03,8.61
2669,6.988211124886151,3.5984750737884266,2.195767961950987,sprinkler,East,Var_03,Seedling,,ISO9001,Low,28.9,7.2
2670,5.518523820025187,9.23217652362302,5.236272606042145,flood,East,Var_11,Vegetative,No Disease,ISO9001,High,24.13,7.33
2671,4.4453897226281125,3.040127080430198,1.3612214891034018,sprinkler,North,Var_04,Flowering,No Disease,ISO9001,Low,25.92,3.93
2672,4.822925222415876,6.324269932415234,3.2908968401323966,drip,East,Var_31,Vegetative,No Disease,ISO9001,High,20.25,5.73
2673,4.370631282640556,4.014249626088684,,drip,East,Var_19,Vegetative,No Disease,ISO9001,,29.49,12.4
2674,2.7158401458893517,3.20561828792401,1.6900269384138942,drip,West,Var_12,Flowering,Low,ISO9001,Low,22.11,4.99
2675,4.049849171693473,1.902983790724255,1.863992380074191,sprinkler,South,Var_21,Seedling,No Disease,ISO9001,Medium,22.34,9.86
2676,1.259526098799889,5.119718341837374,3.549173590525483,drip,West,Var_35,Vegetative,Low,ISO9001,Low,16.08,10.06
2677,2.761998346360921,5.712197843609648,5.526309658131624,flood,South,Var_02,Seedling,No Disease,ISO9001,High,17.15,16.42
2678,5.219569502371704,4.101003558028645,,drip,North,Var_24,Vegetative,Low,ISO9001,Medium,22.23,4.18
2679,3.779611052705605,3.376253279780842,2.524002652914075,drip,West,Var_03,Flowering,No Disease,ISO9001,Medium,18.24,9.14
2680,1.9707908519193065,3.821947685925622,2.8776713932038382,drip,North,Var_07,Vegetative,No Disease,ISO9001,Medium,21.49,9.9
2681,6.441177997668765,5.1809815636882375,3.4344877975167707,flood,South,Var_05,Flowering,No Disease,ISO9001,High,27.6,8.29
2682,1.3894934939389436,2.4019018493088224,1.8202579327758337,drip,East,Var_01,Vegetative,No Disease,ISO9001,Low,19.63,8.51
2683,2.9973523338139616,3.469604122813004,2.2519408170687742,drip,West,Var_25,Flowering,Low,ISO9001,Low,25.3,6.78
2684,3.720384838491733,1.902874792275132,1.5752540531496186,drip,East,Var_26,Vegetative,No Disease,ISO9001,Low,28.39,8.7
2685,7.278375192204926,3.8570505891909033,2.6973247707003694,flood,East,Var_09,Vegetative,No Disease,ISO9001,Medium,17.67,9.72
2686,5.123539645120157,2.022017447357442,1.7212981432579513,sprinkler,East,Var_21,Vegetative,No Disease,ISO9001,Medium,21.82,9.62
2687,3.159774016516945,3.3030690056349914,2.621246090622245,drip,West,Var_01,Flowering,No Disease,ISO9001,Medium,25.08,8.51
2688,3.5927972507977337,3.2691143315284408,2.49393369252765,sprinkler,West,Var_21,Flowering,No Disease,ISO9001,Low,19.08,9.76
2689,,1.997403938159655,1.7997058109788122,sprinkler,West,Var_34,Flowering,Low,ISO9001,,20.28,8.96
2690,2.162651154041697,2.8635027600070244,,sprinkler,West,Var_05,Flowering,No Disease,ISO9001,,28.95,5.76
2691,4.957461985188732,3.207350964444029,1.7668155979382312,sprinkler,North,Var_19,Flowering,No Disease,ISO9001,,19.72,7.1
2692,2.932834593791932,7.897134343583116,4.779735708292423,flood,East,Var_19,Vegetative,Low,ISO9001,High,24.7,9.26
2693,2.7603560037935653,4.723519693526871,4.067828745561334,sprinkler,West,Var_04,Flowering,No Disease,ISO9001,High,20.19,13.49
2694,4.145279081795281,2.7057302276132544,1.9741455322809744,sprinkler,West,Var_13,Vegetative,No Disease,ISO9001,Medium,24.71,10.24
2695,6.22034977760309,3.4431300837085463,1.8750831509593229,drip,South,Var_10,Flowering,Low,ISO9001,Low,20.91,5.66
2696,7.037383315600467,,2.799518780154875,drip,South,Var_02,Maturity,No Disease,ISO9001,Medium,30.3,6.06
2697,1.8538297010183848,3.1694601829729234,2.9822956788025587,drip,West,Var_11,Vegetative,,ISO9001,Medium,25.99,10.93
2698,1.253216509291869,12.227328577688205,,flood,East,Var_07,Vegetative,Low,ISO9001,High,,
2699,1.7164496002577412,5.451559190671932,3.503635662552861,drip,South,Var_27,Vegetative,No Disease,ISO9001,Medium,27.63,9.79
2700,2.5431366526119947,8.404948539575159,5.653274932696274,flood,East,Var_14,Flowering,No Disease,ISO9001,High,20.34,12.14
2701,3.207258255720514,5.206443141429348,3.105496299375675,flood,East,Var_16,Flowering,No Disease,ISO9001,High,24.35,6.26
2702,5.411420358137174,3.3713620496780585,2.595040298354849,sprinkler,North,Var_24,Seedling,No Disease,ISO9001,High,26.74,9.36
2703,2.2469775553335585,,2.7975452544606205,drip,North,Var_01,Vegetative,Low,ISO9001,Medium,27.66,10.94
2704,2.244859677330441,3.095344362602757,2.067558596802122,sprinkler,South,Var_33,Vegetative,No Disease,ISO9001,Low,27.82,8.77
2705,1.7102220306311584,5.549028106829557,3.1221528346178835,flood,North,Var_02,Seedling,No Disease,ISO9001,Low,19.18,6.19
2706,,4.846723745723229,2.7686911633726496,flood,West,Var_13,Flowering,No Disease,ISO9001,High,23.37,6.89
2707,3.158681146969627,3.42261805138216,1.7723145013597428,drip,East,Var_23,Seedling,No Disease,ISO9001,,25.45,4.92
2708,4.599936410457789,2.86135126945716,3.1433805839973497,drip,West,Var_02,Flowering,Low,ISO9001,Medium,19.37,12.96
