device_info,sensor_packet,sunlight_hours,soil_moisture_index,soil_health_index,irrigation_type,region,crop_variety,growth_stage,disease_severity,certification_level,yield_category
SENSOR-3170,T=27.03|N=6.72|H=70.6,1.3338208147851283,5.188593413092793,2.9095833117702523,flood,East,Var_16,Vegetative,No Disease,ISO9001,Medium
DEV-9388,T=25.12|N=1.62|H=39.7,3.6442773422254096,5.146507073787525,1.9006617292953827,sprinkler,South,Var_02,Vegetative,No Disease,ISO9001,Medium
DEV-2884,T=25.67|N=9.75|H=67.7,9.82930356953149,2.6815754988199294,2.2525398281802564,drip,North,Var_05,Vegetative,,ISO9001,Medium
DEV-5060,T=15.34|N=9.07|H=29.0,2.3669871811107894,4.198653780040555,3.4083673456006536,sprinkler,North,Var_18,Flowering,No Disease,ISO9001,Low
SENSOR-3737,T=29.37|N=5.68|H=43.5,3.0532478480577234,1.8330921995976632,1.3513324018815163,sprinkler,South,Var_32,Vegetative,No Disease,ISO9001,Low
DEV-5737,T=25.19|N=1.88|H=63.3,3.8646793075807224,3.0731456776082804,1.219271429435857,sprinkler,South,Var_03,Seedling,No Disease,ISO9001,Low
SENSOR-9956,,4.586138640764428,2.0703005241812984,3.278512326236303,drip,West,Var_09,Seedling,No Disease,ISO9001,High
DEV-8440,T=26.68|N=12.07|H=56.5,3.0725252337367897,2.81218213589098,2.6518708378067757,drip,North,Var_16,Vegetative,No Disease,ISO9001,Medium
NODE-4386,,2.101716435552865,3.6357897747389876,3.1783016935236375,sprinkler,South,Var_05,Flowering,No Disease,ISO9001,
NODE-1327,T=22.32|N=8.35|H=53.0,2.12488882314941,4.750514237902701,3.048187023654531,sprinkler,East,Var_01,Flowering,No Disease,ISO9001,Medium
NODE-8467,T=30.17|N=10.29|H=48.2,4.0449708702978295,3.3746835235656203,2.685196483574504,drip,East,Var_18,Flowering,No Disease,ISO9001,Medium
DEV-8487,T=17.73|N=6.07|H=35.2,0.8540751974621865,4.808538784281803,2.522923295011246,flood,West,Var_13,Flowering,No Disease,ISO9001,Low
NODE-8725,T=30.52|N=7.30|H=42.2,4.489617962893281,3.6722386108256524,2.422603923114224,drip,South,Var_31,Vegetative,No Disease,ISO9001,Low
DEV-2781,T=26.77|N=5.05|H=58.3,2.6495223405975503,1.8093468195282507,0.7130193390646367,drip,South,Var_07,Seedling,No Disease,ISO9001,Low
SENSOR-2496,T=24.90|N=7.82|H=44.9,3.011375779088656,4.486253901018278,2.7216221923911994,sprinkler,South,Var_23,Flowering,,ISO9001,High
NODE-3850,T=31.39|N=12.12|H=47.4,5.456898636689497,3.1345198865901627,2.4783981005198865,drip,South,Var_10,Flowering,No Disease,ISO9001,Low
SENSOR-6101,T=19.42|N=5.27|H=40.5,1.6349430525770279,4.098570304024072,1.919458864817217,drip,North,Var_12,Maturity,No Disease,ISO9001,Low
NODE-2274,T=22.14|N=11.09|H=40.4,4.460686505431479,3.812400218066565,3.40878160050425,sprinkler,East,Var_25,Flowering,No Disease,ISO9001,High
NODE-1710,T=20.07|N=4.98|H=38.2,0.5603700355949145,6.418950449866179,3.2130288690555386,drip,West,Var_03,Flowering,No Disease,ISO9001,Medium
DEV-7155,T=21.15|N=5.08|H=55.7,3.501492822153897,3.6607193953897963,1.736154788088752,sprinkler,North,Var_18,Seedling,No Disease,ISO9001,Medium
SENSOR-7146,T=19.30|N=7.14|H=42.5,5.8364950298026095,3.7613200868748216,2.423071463231361,sprinkler,West,Var_21,Flowering,No Disease,ISO9001,Medium
SENSOR-4411,T=21.17|N=15.55|H=38.4,3.8819490422786043,4.02836205977926,4.07229494645782,drip,East,Var_20,Vegetative,No Disease,ISO9001,High
DEV-4931,T=26.95|N=10.37|H=40.6,5.300883060909955,2.9389291438672527,2.3423686859355777,flood,East,Var_37,Maturity,No Disease,ISO9001,Medium
SENSOR-2421,T=22.83|N=10.04|H=37.1,2.845829777091314,3.916113513267168,2.704161851304789,drip,North,Var_33,Maturity,No Disease,ISO9001,Medium
DEV-2015,T=28.04|N=6.98|H=60.6,1.8040273963065292,2.6649389862375648,1.9733535803717552,drip,East,Var_07,Vegetative,No Disease,ISO9001,Low
DEV-5614,T=25.66|N=11.76|H=44.9,6.894127516973698,3.707472128534185,3.285952466601328,flood,East,Var_24,Vegetative,Medium,ISO9001,Medium
DEV-1647,T=29.22|N=8.45|H=36.3,1.722663921746554,5.428993349669007,3.6937558687666536,flood,South,Var_03,Maturity,No Disease,ISO9001,High
DEV-6325,T=24.27|N=3.94|H=43.2,8.986613266154054,6.229773991993628,3.209681436941741,drip,South,Var_33,Vegetative,Low,ISO9001,High
NODE-5691,T=25.16|N=3.20|H=54.1,4.425483075704566,8.383655355211515,4.0653215756931536,drip,West,Var_03,Vegetative,No Disease,ISO9001,High
SENSOR-7818,T=25.12|N=9.33|H=37.7,2.5948505214887456,3.6642138331816856,2.453026655408859,sprinkler,West,Var_26,Maturity,No Disease,ISO9001,Medium
NODE-9443,T=19.73|N=5.53|H=35.4,6.1033497392916765,4.438500424605906,2.239715875567119,drip,East,Var_12,Seedling,No Disease,ISO9001,Medium
NODE-5091,T=21.36|N=7.08|H=55.4,2.0542492885879415,3.5248756780153037,2.119739874694893,drip,East,Var_22,Flowering,No Disease,ISO9001,Low
DEV-3279,T=26.07|N=7.40|H=33.8,6.3764251503048905,5.529796861340043,3.439296733531176,drip,South,Var_24,Flowering,No Disease,ISO9001,High
DEV-6469,T=22.00|N=5.42|H=58.7,7.753537517321567,3.8615003687846317,2.120434275534312,drip,North,Var_39,Seedling,No Disease,ISO9001,High
NODE-4029,,4.870835623210478,3.0424357911276125,2.1994594336174704,sprinkler,East,Var_10,Vegetative,,ISO9001,Medium
DEV-2008,T=26.81|N=5.42|H=37.3,5.098245106597096,3.673146485922361,2.299988291924404,drip,West,Var_27,Maturity,No Disease,ISO9001,High
DEV-9279,T=27.04|N=4.79|H=34.9,2.028771178020121,2.6132716771658506,1.3588415617869671,drip,East,Var_02,Flowering,No Disease,ISO9001,Low
NODE-6730,T=19.38|N=9.57|H=43.5,2.7957543458814382,2.607459141150759,2.072175257599217,drip,East,Var_32,Vegetative,No Disease,ISO9001,Low
SENSOR-5527,T=24.17|N=12.47|H=53.1,1.8864572386880596,,,sprinkler,West,Var_28,Seedling,No Disease,ISO9001,High
NODE-1276,T=22.75|N=7.73|H=32.3,2.1914853023871865,4.533235969448852,3.0125087454765205,sprinkler,West,Var_19,Vegetative,No Disease,ISO9001,High
NODE-9776,,3.3151002508881486,2.7913954488777066,,drip,North,Var_33,Flowering,No Disease,ISO9001,Low
DEV-1039,T=19.86|N=8.99|H=62.7,4.718106285434151,,3.3909839834400306,flood,North,Var_30,Vegetative,No Disease,ISO9001,High
DEV-8149,T=22.40|N=5.04|H=55.5,5.015689784222037,8.332842565845324,,drip,South,Var_33,Vegetative,No Disease,ISO9001,High
DEV-4808,T=26.14|N=8.05|H=36.8,3.2670186149075784,,1.6038853612462833,sprinkler,South,Var_12,Vegetative,No Disease,ISO9001,Low
NODE-1076,T=22.22|N=10.84|H=53.0,7.0066650942006135,2.5419896878838752,2.677057733419079,drip,North,Var_40,Flowering,Medium,ISO9001,Medium
NODE-5704,T=24.40|N=6.84|H=58.9,4.848113148631072,3.0652980209095,1.5477602880606411,sprinkler,East,Var_31,Flowering,,ISO9001,Medium
DEV-3202,T=19.97|N=6.15|H=40.4,3.1220080150645746,5.06791352886348,2.738493115340754,flood,South,Var_09,Flowering,No Disease,ISO9001,Medium
DEV-7956,T=23.58|N=9.95|H=42.1,4.7389367232324435,2.740028608885265,2.341121010718859,sprinkler,North,Var_09,Vegetative,No Disease,ISO9001,Medium
SENSOR-4842,T=20.96|N=9.52|H=44.6,2.210445994082016,2.835579424261899,,sprinkler,West,Var_23,Vegetative,No Disease,ISO9001,Medium
NODE-1653,T=24.05|N=13.66|H=71.2,6.914621466062857,2.5833208499631004,2.9679010839873587,sprinkler,South,Var_02,Flowering,No Disease,ISO9001,
SENSOR-7530,T=21.66|N=7.89|H=56.5,5.571277888370779,5.126336964309253,2.996249665733592,flood,South,Var_35,Vegetative,No Disease,ISO9001,High
SENSOR-7077,T=18.85|N=7.63|H=44.3,2.54220306760912,3.2810647372345763,2.3185919797754804,sprinkler,East,Var_10,Vegetative,Low,ISO9001,Low
SENSOR-9164,T=18.21|N=12.54|H=57.1,2.949555938603286,4.684440348895716,,sprinkler,East,Var_01,Seedling,No Disease,ISO9001,Medium
SENSOR-5547,T=22.62|N=6.06|H=69.8,6.0255751139216365,2.876617384442611,1.3504798402402076,drip,West,Var_19,Flowering,No Disease,ISO9001,Low
NODE-8940,T=19.00|N=17.91|H=45.0,7.254460755655954,5.786632410786543,5.614350804535446,drip,North,Var_34,Maturity,No Disease,ISO9001,High
DEV-5924,T=24.99|N=15.26|H=46.9,2.1065430136459327,4.690501789573851,4.603529543537511,drip,East,Var_08,Vegetative,,ISO9001,High
SENSOR-3977,T=20.52|N=7.19|H=60.9,4.598335233531284,5.731942189277027,3.4770048928405033,sprinkler,East,Var_19,Vegetative,No Disease,ISO9001,High
NODE-6824,T=25.46|N=8.30|H=43.7,5.616837676559276,,1.7544792192975056,drip,North,Var_13,Seedling,No Disease,ISO9001,Medium
DEV-2442,T=17.62|N=8.83|H=51.4,3.319156448477964,3.5696419054045148,2.4976352561266664,drip,West,Var_11,Seedling,No Disease,ISO9001,Low
DEV-9671,T=21.01|N=4.76|H=44.2,1.0193466122341255,,1.588840554919577,drip,South,Var_07,Vegetative,No Disease,ISO9001,Low
SENSOR-8491,T=20.83|N=10.02|H=62.8,2.5524314444464618,4.794483442851496,3.522994063444645,sprinkler,East,Var_21,Flowering,No Disease,ISO9001,High
NODE-2942,T=23.37|N=7.05|H=50.2,2.015823919082211,4.271150630948437,2.898595674154769,drip,South,Var_09,Flowering,No Disease,ISO9001,High
DEV-8647,T=22.53|N=12.91|H=50.6,8.71015736990431,2.9650765700022306,2.998144508549517,sprinkler,West,Var_05,Vegetative,No Disease,ISO9001,High
SENSOR-2807,T=16.71|N=8.66|H=62.2,1.5101666921828922,5.610761861111387,3.6404110930377804,drip,North,Var_34,Flowering,No Disease,ISO9001,Low
DEV-7377,T=15.61|N=11.44|H=47.2,,3.877747110045031,3.38029953011455,sprinkler,East,Var_01,Flowering,No Disease,ISO9001,Low
SENSOR-3775,T=26.75|N=5.39|H=35.9,3.8490145468764423,,1.6854318516700966,drip,North,Var_24,Flowering,No Disease,ISO9001,Medium
SENSOR-7804,T=20.99|N=6.08|H=39.0,4.172662304788022,5.679269872463481,3.2198792502668407,flood,North,Var_01,Flowering,No Disease,ISO9001,High
SENSOR-8089,T=22.29|N=13.77|H=60.1,,4.630198898121474,,drip,West,Var_01,Vegetative,No Disease,ISO9001,High
SENSOR-2109,T=20.79|N=5.91|H=59.7,5.078898004393464,7.43246908110772,4.058156269202174,drip,North,Var_09,Vegetative,Low,ISO9001,High
NODE-2739,T=18.80|N=8.34|H=67.1,,3.3877334557690766,2.2618705452413774,flood,North,Var_38,Flowering,No Disease,ISO9001,Low
SENSOR-4777,T=24.50|N=7.75|H=57.2,3.434305355675665,2.9031844291953033,2.0313707703667,drip,North,Var_10,Seedling,No Disease,ISO9001,Medium
SENSOR-9945,T=21.08|N=11.50|H=53.2,6.68807975757574,,3.0881647285253946,flood,East,Var_14,Maturity,,ISO9001,High
NODE-7168,T=17.96|N=6.85|H=46.4,5.4613818241341505,6.6276688926412115,3.8945574285533406,drip,East,Var_24,Vegetative,No Disease,ISO9001,
SENSOR-3235,T=22.43|N=6.74|H=52.3,1.4931582682960394,3.9552470180310797,2.314422330043607,drip,East,Var_04,Flowering,No Disease,ISO9001,Medium
NODE-4697,T=28.33|N=10.70|H=46.8,2.507645561015379,5.652486759910237,3.9835541802962733,sprinkler,South,Var_20,Vegetative,No Disease,ISO9001,High
NODE-6612,T=30.64|N=8.30|H=56.0,6.011943740912249,2.87904494179698,2.164141029164472,drip,South,Var_21,Vegetative,No Disease,ISO9001,Low
NODE-8055,T=23.44|N=9.16|H=45.3,2.24445770157546,3.183057334126418,2.1877958938522313,sprinkler,West,Var_01,Vegetative,No Disease,ISO9001,Medium
SENSOR-2805,T=22.08|N=10.69|H=40.6,1.871644862914727,6.2447578858923745,4.23651864254191,flood,East,Var_07,Vegetative,No Disease,ISO9001,High
NODE-7205,T=17.56|N=7.64|H=48.8,4.954602174900208,4.462159441934785,2.6531613723296497,drip,West,Var_03,Flowering,Low,ISO9001,Low
NODE-4580,T=22.25|N=6.72|H=47.0,2.2829916183624714,5.139661998622637,2.8285528723372755,sprinkler,East,Var_16,Flowering,No Disease,ISO9001,High
SENSOR-4039,T=24.86|N=9.92|H=51.9,,8.304656883348047,5.071574614256472,flood,East,Var_33,Seedling,No Disease,ISO9001,High
SENSOR-9553,T=16.94|N=5.04|H=42.1,4.140243226049268,4.648397153580063,,drip,West,Var_01,Vegetative,No Disease,ISO9001,Low
NODE-2706,,0.6144601155687048,3.6516612902625236,1.7177461651923118,drip,West,Var_26,Vegetative,No Disease,ISO9001,
NODE-3553,T=27.32|N=4.69|H=49.5,3.9416840098049812,5.07184523213652,2.6123291565841638,sprinkler,South,Var_01,Flowering,No Disease,ISO9001,Medium
NODE-3005,,3.819496567767822,2.6408416096862637,1.2061955375021405,sprinkler,West,Var_17,Flowering,Low,ISO9001,Low
NODE-9984,T=17.54|N=8.28|H=58.5,1.9269057851158062,4.1738574578418035,2.6162759267940454,flood,North,Var_34,Vegetative,No Disease,ISO9001,Low
DEV-2407,T=22.04|N=4.26|H=18.2,3.249447864005358,5.203911156432872,2.6137615887377486,drip,East,Var_08,Vegetative,No Disease,ISO9001,Medium
SENSOR-8790,T=21.08|N=5.33|H=52.0,5.27842025869185,4.029467899536148,2.4415571243618674,drip,South,Var_02,Seedling,,ISO9001,Medium
NODE-5737,T=21.26|N=6.80|H=33.5,1.347789882860002,5.395946177914888,3.039781548511957,drip,South,Var_22,Flowering,No Disease,ISO9001,Medium
DEV-1056,T=23.65|N=5.41|H=52.4,6.197740684423197,2.709795268951279,1.4449544747733454,sprinkler,North,Var_34,Vegetative,,ISO9001,Medium
NODE-6240,T=20.24|N=12.82|H=53.2,,3.3684285943700356,3.1998811914733998,drip,East,Var_10,Flowering,No Disease,ISO9001,Medium
SENSOR-8932,T=23.12|N=11.42|H=56.4,4.615573435058105,1.460271103791743,2.109898818590148,sprinkler,South,Var_23,Flowering,No Disease,ISO9001,Medium
DEV-4839,T=25.36|N=9.97|H=29.9,,,2.4649828681022257,drip,East,Var_13,Vegetative,No Disease,ISO9001,Medium
SENSOR-8432,T=27.51|N=5.34|H=52.9,4.963283939336897,4.015013264758437,1.9380070476548337,drip,South,Var_01,Vegetative,Low,ISO9001,Medium
DEV-5224,T=27.59|N=9.48|H=46.4,5.97760142092424,2.988259172097053,2.1876897893272926,sprinkler,North,Var_29,Flowering,,ISO9001,Medium
SENSOR-1721,T=19.74|N=5.71|H=58.1,3.2609176947950322,2.7938049981483206,1.4178829696392312,drip,West,Var_16,Vegetative,No Disease,ISO9001,Low
NODE-9734,T=27.97|N=9.06|H=51.6,7.924007189461187,2.464411086171255,1.9156785816753148,drip,South,Var_01,Vegetative,No Disease,ISO9001,Medium
DEV-3625,T=18.40|N=11.94|H=51.5,2.4256534359035045,6.466458940580002,4.900352852108826,drip,North,Var_11,Vegetative,No Disease,ISO9001,High
SENSOR-4975,T=26.63|N=4.65|H=49.0,3.669944021439663,3.273609671188783,1.7875488871370449,drip,East,Var_28,Flowering,,ISO9001,Low
NODE-9708,T=22.12|N=1.82|H=51.3,3.5247223305943924,4.153812691836479,1.5098937763295874,drip,West,Var_38,Flowering,No Disease,ISO9001,Low
SENSOR-3959,T=22.75|N=11.68|H=45.1,1.842382851577182,4.254463495342178,3.6794302295763677,drip,South,Var_01,Vegetative,No Disease,ISO9001,High
DEV-4184,T=27.13|N=14.11|H=37.7,5.5044593592062085,4.1558793308243525,4.03473677822899,flood,West,Var_02,Vegetative,No Disease,ISO9001,High
DEV-2192,T=20.41|N=4.66|H=52.3,7.81576544035212,6.095288965369791,,sprinkler,East,Var_11,Vegetative,No Disease,ISO9001,High
NODE-8466,T=21.18|N=7.02|H=50.1,4.0434331420432885,3.301841271325697,1.7480384777990263,sprinkler,South,Var_16,Flowering,No Disease,ISO9001,Medium
SENSOR-7146,T=28.71|N=8.11|H=39.4,8.831059889270218,3.615936967785209,2.500024237225429,sprinkler,East,Var_31,Seedling,No Disease,ISO9001,Medium
NODE-1361,,3.4344291614037,3.4116967166455576,3.6603491375703645,drip,East,Var_37,Vegetative,No Disease,ISO9001,Low
SENSOR-7645,T=26.30|N=14.24|H=56.6,6.957682584859629,3.33872897390075,3.5684002709934273,sprinkler,East,Var_07,Flowering,Low,ISO9001,High
NODE-1786,T=22.99|N=8.78|H=38.8,6.912193103637322,5.570095531245185,3.498797332720777,flood,West,Var_39,Vegetative,No Disease,ISO9001,High
SENSOR-8277,T=23.76|N=8.61|H=34.5,6.582995903688249,2.850600135944833,,sprinkler,East,Var_01,Maturity,No Disease,ISO9001,Medium
SENSOR-4158,T=26.59|N=6.15|H=52.9,3.964564686427588,2.694807244914515,1.5402323057871348,drip,North,Var_01,Seedling,No Disease,ISO9001,Medium
SENSOR-2512,,7.962194804153513,3.7402431877265374,1.3875620181546042,drip,East,Var_05,Flowering,No Disease,ISO9001,Low
DEV-5933,T=27.58|N=6.33|H=50.7,4.682629069269751,6.764352254873823,3.8371563176379375,flood,North,Var_01,Vegetative,No Disease,ISO9001,High
SENSOR-7909,T=22.88|N=7.07|H=41.4,6.835850788480839,4.719366416065906,3.304140587362288,drip,North,Var_19,Vegetative,No Disease,ISO9001,High
DEV-3742,T=19.13|N=11.06|H=48.1,4.755837125817765,4.0788668244650665,3.4384146743331288,drip,North,Var_30,Maturity,No Disease,ISO9001,High
SENSOR-5291,T=21.02|N=5.17|H=45.3,2.5540874818839363,3.4613974042116715,,sprinkler,East,Var_38,Maturity,No Disease,ISO9001,Low
SENSOR-7780,T=26.34|N=8.67|H=59.8,4.07444241619741,9.040171435101861,5.197042315653978,flood,South,Var_35,Flowering,No Disease,ISO9001,High
DEV-1517,T=24.22|N=10.11|H=59.5,3.8828029026802224,3.932040359811048,3.0091869199839167,flood,East,Var_02,Vegetative,No Disease,ISO9001,High
DEV-1963,T=22.38|N=7.61|H=44.1,5.2449814705825775,4.198753971979018,2.5917326570144668,drip,East,Var_04,Flowering,No Disease,ISO9001,High
DEV-8175,T=23.58|N=4.95|H=54.6,3.707388538144916,2.067008892092506,1.3135673617292425,drip,West,Var_05,Flowering,No Disease,ISO9001,
NODE-5711,T=18.52|N=12.33|H=50.7,4.822698966157964,3.9811973627428454,3.5100816612831363,drip,North,Var_22,Vegetative,No Disease,ISO9001,Medium
NODE-6752,T=23.39|N=7.20|H=52.2,3.490450673067765,1.8230763379178616,1.127448233948007,drip,North,Var_04,Seedling,No Disease,ISO9001,Low
SENSOR-9468,T=28.08|N=5.36|H=50.1,9.022230207919032,6.926450334469291,3.6255686929264694,flood,North,Var_38,Flowering,No Disease,ISO9001,High
SENSOR-2990,T=26.91|N=5.64|H=49.1,4.150473096582672,1.9715504418575636,1.2088170503929603,drip,South,Var_35,Flowering,No Disease,ISO9001,Medium
NODE-5090,T=25.05|N=12.99|H=37.1,4.849378085859674,2.952796495967088,3.0858000541117514,sprinkler,West,Var_22,Vegetative,No Disease,ISO9001,Medium
SENSOR-3086,T=23.44|N=8.01|H=52.3,2.4534463216932703,5.176025731068604,3.114894748183728,drip,East,Var_13,Vegetative,No Disease,ISO9001,High
DEV-6882,T=27.80|N=10.45|H=47.0,4.635643317523221,5.143264559515904,,drip,North,Var_24,Flowering,No Disease,ISO9001,High
DEV-5255,T=29.64|N=7.37|H=57.1,4.306828820367578,2.6732815501626184,1.7761950561262487,sprinkler,South,Var_19,Vegetative,No Disease,ISO9001,Low
SENSOR-3645,T=17.88|N=6.56|H=51.6,2.6541200005802756,4.16466525941844,2.274799863648869,drip,North,Var_01,Flowering,No Disease,ISO9001,Low
NODE-5268,T=25.57|N=3.77|H=53.4,2.8874056684815064,5.331255911797332,2.2797141820614573,flood,West,Var_05,Vegetative,No Disease,ISO9001,Medium
NODE-9224,T=19.91|N=6.31|H=33.1,3.192465063046396,2.4972557972658245,1.6555347872298107,drip,East,Var_02,Flowering,No Disease,ISO9001,Low
NODE-9135,T=29.21|N=6.92|H=46.1,3.9294943584366546,2.4584497811957857,1.5835935575998585,drip,West,Var_10,Vegetative,No Disease,ISO9001,
SENSOR-6603,T=21.04|N=12.16|H=42.8,5.987209862550401,3.062946957543387,,sprinkler,East,Var_21,Seedling,,ISO9001,Medium
NODE-6827,T=25.54|N=6.19|H=56.6,7.873496422654332,3.982888580780161,,drip,South,Var_01,Flowering,No Disease,ISO9001,High
SENSOR-8492,T=12.12|N=7.10|H=47.7,7.046084712656465,5.5695531177665885,3.187635223030399,drip,East,Var_04,Maturity,Medium,ISO9001,Low
NODE-8175,T=23.76|N=11.21|H=50.7,3.188979489412703,10.214791835306864,6.495395484817407,flood,East,Var_04,Seedling,No Disease,ISO9001,High
NODE-2693,T=20.50|N=7.85|H=32.0,9.457060844185435,3.556323406756228,2.256787724042548,drip,North,Var_15,Vegetative,No Disease,ISO9001,Medium
DEV-4903,T=23.79|N=7.78|H=49.8,4.381238459079533,2.3020304444814057,1.5951717342667784,sprinkler,West,Var_06,Vegetative,Low,ISO9001,Medium
NODE-8264,T=17.38|N=11.05|H=46.7,3.1998695520475207,3.998354256867606,3.5914734641072013,drip,North,Var_05,Flowering,No Disease,ISO9001,Medium
DEV-7745,T=22.84|N=6.47|H=41.5,0.8794074427082588,,1.5963865764182277,drip,East,Var_02,Flowering,No Disease,ISO9001,Low
DEV-4726,T=17.71|N=6.50|H=51.7,3.7164456474665224,3.982839824364014,2.327409700308369,drip,East,Var_29,Maturity,No Disease,ISO9001,Low
NODE-7111,T=25.07|N=10.96|H=53.0,5.808583802214361,6.080489095477482,4.180946112826015,drip,South,Var_12,Vegetative,No Disease,ISO9001,High
SENSOR-7699,T=23.75|N=10.74|H=50.2,0.7849103600998509,2.971386501290394,2.345448322652795,sprinkler,East,Var_01,Flowering,No Disease,ISO9001,Medium
SENSOR-6588,T=21.31|N=8.02|H=57.6,6.296267613313184,4.970209125577038,2.9462581299501633,drip,South,Var_22,Maturity,No Disease,ISO9001,Medium
SENSOR-6769,T=23.71|N=13.84|H=53.8,2.131207317066506,3.384352155011668,3.301743083236924,drip,West,Var_10,Vegetative,Low,ISO9001,Medium
DEV-1646,T=27.19|N=10.73|H=53.4,1.6075285330964388,4.168595317225419,3.4948290141688245,sprinkler,West,Var_12,Flowering,No Disease,ISO9001,High
NODE-3453,T=18.74|N=13.26|H=61.2,4.033175334825364,3.4930125746527594,3.298754154512036,drip,North,Var_12,Vegetative,No Disease,ISO9001,Medium
NODE-9600,,5.318433704376943,4.456164520932973,2.30255061941356,drip,East,Var_04,Vegetative,No Disease,ISO9001,Medium
DEV-9737,T=23.02|N=6.34|H=49.5,3.648712829711243,5.269058113190124,2.776537937914613,drip,West,Var_10,Vegetative,No Disease,ISO9001,High
SENSOR-7301,T=31.26|N=4.73|H=56.9,3.6104488263193417,9.529117076067545,,flood,South,Var_02,Vegetative,No Disease,ISO9001,Medium
NODE-5090,T=19.96|N=11.95|H=41.8,2.1729928509173364,3.207968920240204,2.9882985117328347,sprinkler,South,Var_28,Seedling,No Disease,ISO9001,Medium
DEV-2076,T=26.47|N=7.16|H=33.0,1.6869139105197102,2.6768144746705302,1.8189766891582981,drip,West,Var_12,Vegetative,No Disease,ISO9001,Low
DEV-3638,,3.7100616558756507,2.759364612024756,1.107661645406525,sprinkler,North,Var_01,Vegetative,,ISO9001,Low
NODE-6410,T=25.28|N=10.15|H=54.9,4.908722470930201,1.8900197298423103,1.980351028700518,drip,West,Var_01,Flowering,No Disease,ISO9001,Medium
NODE-8791,,7.244016034344544,3.5445379347315487,2.7060011964324957,flood,North,Var_05,Seedling,No Disease,ISO9001,Medium
DEV-4369,T=17.15|N=8.90|H=49.7,5.34519477409914,2.507924682142752,2.1103150144410234,sprinkler,North,Var_33,Vegetative,No Disease,ISO9001,Low
SENSOR-7747,T=27.98|N=8.52|H=45.7,4.662167100490328,7.0007229037786525,4.819410049924954,sprinkler,South,Var_18,Seedling,No Disease,ISO9001,High
SENSOR-6888,T=30.16|N=7.57|H=36.2,3.4039171544069635,5.811888088432342,3.700990099598078,flood,East,Var_01,Vegetative,No Disease,ISO9001,Medium
SENSOR-2200,,3.4660708534510682,3.1429785953316354,2.680034022708538,drip,East,Var_09,Flowering,Low,ISO9001,Medium
SENSOR-8122,T=26.61|N=5.32|H=42.1,0.8791655177364499,2.1335398217200345,0.8425958328659501,drip,West,Var_09,Vegetative,No Disease,ISO9001,Low
SENSOR-9829,T=25.23|N=5.91|H=63.1,3.521444904352464,4.3793273897020635,2.162474938484256,drip,South,Var_15,Maturity,No Disease,ISO9001,Medium
DEV-2948,T=27.53|N=1.56|H=51.6,,2.8700457548162577,0.8764737326796999,drip,West,Var_31,Flowering,No Disease,ISO9001,Low
DEV-3333,T=22.84|N=5.23|H=53.1,,3.812249716382474,2.1493755466992264,drip,West,Var_11,Seedling,No Disease,ISO9001,High
NODE-4123,T=21.75|N=5.85|H=52.7,,6.924932458090899,3.770205408085606,flood,North,Var_10,Vegetative,,ISO9001,High
NODE-1237,T=22.57|N=6.25|H=65.7,6.031653364044789,7.717810180012144,4.379482586177105,drip,East,Var_31,Seedling,No Disease,ISO9001,High
SENSOR-6641,T=20.74|N=4.90|H=50.2,2.1173194327999463,3.7151526910843775,1.725154861100024,sprinkler,North,Var_02,Flowering,No Disease,ISO9001,Low
SENSOR-6337,T=23.12|N=10.27|H=47.6,2.0212083633268247,3.2229966178341587,2.776127877866541,drip,East,Var_04,Vegetative,No Disease,ISO9001,Medium
SENSOR-4254,T=19.60|N=8.17|H=49.8,4.771683683946168,4.079680405696432,2.68514574626967,flood,North,Var_08,Vegetative,No Disease,ISO9001,Medium
SENSOR-8026,T=20.05|N=9.69|H=41.1,7.4576526527724525,3.9495655125044764,2.7346699576651585,flood,West,Var_04,Flowering,No Disease,ISO9001,Medium
SENSOR-4537,T=19.38|N=11.08|H=30.0,2.4307027238403607,3.12993508364984,2.886707428056328,drip,East,Var_07,Seedling,No Disease,ISO9001,Low
DEV-4787,T=23.66|N=8.58|H=70.5,5.754040413092956,4.922603070950935,3.2287555742926175,sprinkler,North,Var_28,Vegetative,Low,ISO9001,High
SENSOR-9850,T=16.20|N=11.62|H=40.6,7.062965794042357,,2.7713930151615402,drip,West,Var_22,Seedling,No Disease,ISO9001,Low
DEV-7909,T=20.88|N=12.31|H=71.6,4.066310540212763,5.359177200124066,4.283269227181342,sprinkler,South,Var_15,Seedling,No Disease,ISO9001,
DEV-9643,T=28.45|N=7.20|H=47.4,5.533813750564228,3.126190808458904,2.116237284854986,sprinkler,South,Var_05,Vegetative,No Disease,ISO9001,Low
SENSOR-1548,T=21.21|N=6.80|H=48.8,2.1312223578339315,2.8070271176014536,1.52651652702487,sprinkler,West,Var_03,Vegetative,No Disease,ISO9001,Low
SENSOR-6065,T=25.27|N=4.99|H=55.9,5.586753696099105,,1.6838585935274053,drip,West,Var_09,Maturity,No Disease,ISO9001,Medium
SENSOR-4644,T=31.18|N=6.23|H=40.3,3.1993529312671676,3.666543897073621,2.0685254879702484,sprinkler,South,Var_03,Maturity,No Disease,ISO9001,Low
DEV-9924,T=20.08|N=5.16|H=41.8,2.4193819135223746,3.3135837941565116,1.7721023077304228,drip,East,Var_28,Flowering,No Disease,ISO9001,
