,Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Area code_408,Area code_415,Area code_510
287,111,0,0,0,284.4,89,157.0,113,242.8,91,8.4,8,0,0.0,1.0,0.0
288,97,0,0,0,169.7,84,165.9,86,191.9,83,12.8,6,3,1.0,0.0,0.0
289,51,0,0,0,227.2,89,194.4,106,243.4,126,14.9,2,0,0.0,0.0,1.0
290,86,0,0,0,223.9,75,155.7,109,150.2,143,7.3,9,1,0.0,1.0,0.0
291,190,0,0,0,169.4,102,253.5,113,197.1,93,8.9,5,1,0.0,1.0,0.0
292,80,0,0,0,118.1,90,144.3,77,225.1,86,8.2,6,1,1.0,0.0,0.0
293,36,0,0,0,202.4,115,230.7,115,202.0,127,10.2,2,3,0.0,1.0,0.0
294,45,0,0,0,155.7,110,260.3,103,192.2,98,11.0,1,1,0.0,0.0,1.0
295,170,0,0,0,246.4,107,228.1,124,166.4,95,9.1,8,0,0.0,1.0,0.0
296,103,0,0,0,189.8,110,115.5,83,191.3,103,12.2,4,0,0.0,1.0,0.0
297,112,0,0,0,167.8,88,247.9,81,155.1,108,11.9,4,0,1.0,0.0,0.0
298,125,0,0,0,143.2,80,88.1,94,233.2,135,8.8,7,4,0.0,0.0,1.0
299,73,0,1,31,82.3,105,256.1,91,229.6,98,11.8,2,6,0.0,1.0,0.0
300,232,0,0,0,165.6,104,195.9,115,118.3,77,11.8,3,1,1.0,0.0,0.0
301,95,0,1,20,165.7,78,215.6,94,243.3,91,9.8,6,0,1.0,0.0,0.0
302,182,0,0,0,176.1,90,174.9,106,234.7,134,9.7,4,1,0.0,1.0,0.0
303,55,0,0,0,119.7,148,231.8,96,222.3,113,4.6,2,2,0.0,0.0,1.0
304,86,0,1,30,99.9,84,263.5,125,254.7,90,9.8,7,2,0.0,1.0,0.0
305,127,0,0,0,239.8,107,128.9,121,249.9,110,11.3,5,1,0.0,0.0,1.0
306,63,0,0,0,164.5,75,147.9,118,252.7,97,11.2,2,0,0.0,1.0,0.0
307,79,0,0,0,220.9,107,192.2,97,161.0,74,12.2,2,1,0.0,0.0,1.0
308,111,0,1,28,128.8,104,157.3,52,147.4,76,10.3,2,2,0.0,1.0,0.0
309,121,0,1,35,193.8,62,197.6,97,218.8,95,5.9,4,0,0.0,0.0,1.0
310,112,0,0,0,168.6,102,298.0,117,194.7,110,9.8,5,1,0.0,1.0,0.0
311,81,0,1,36,115.9,120,236.6,95,255.0,90,11.7,6,3,0.0,1.0,0.0
312,72,0,0,0,272.4,88,107.9,125,185.5,81,12.7,2,0,0.0,0.0,1.0
313,64,0,1,40,210.0,116,232.7,89,168.8,94,5.9,4,8,0.0,0.0,1.0
314,163,0,0,0,223.0,120,227.0,98,188.3,125,8.8,5,1,1.0,0.0,0.0
315,104,0,0,0,139.7,78,202.6,119,203.6,102,11.3,5,2,0.0,1.0,0.0
316,93,0,1,19,136.8,113,179.5,105,71.1,95,12.5,3,2,0.0,0.0,1.0
317,197,0,0,0,154.8,111,171.5,102,227.3,86,10.6,2,3,0.0,0.0,1.0
318,57,0,0,0,192.8,68,158.0,86,235.5,105,12.7,6,1,0.0,0.0,1.0
319,107,0,0,0,103.4,94,189.3,125,227.2,125,14.4,3,1,1.0,0.0,0.0
320,75,0,0,0,147.5,110,191.7,97,135.0,68,16.4,3,2,1.0,0.0,0.0
321,106,0,0,0,178.4,143,247.0,123,259.9,105,9.6,2,0,1.0,0.0,0.0
322,70,0,0,0,148.4,110,267.1,90,151.5,101,8.9,4,0,1.0,0.0,0.0
323,80,0,0,0,148.6,106,210.8,65,203.7,86,10.0,2,2,1.0,0.0,0.0
324,137,0,0,0,97.5,95,195.8,82,288.8,78,0.0,0,1,0.0,0.0,1.0
325,90,0,1,29,185.6,106,219.7,113,152.1,120,11.1,5,2,0.0,1.0,0.0
326,30,0,0,0,137.6,108,162.0,80,187.7,126,5.8,10,3,1.0,0.0,0.0
327,105,1,0,0,273.9,119,278.6,103,255.3,90,10.9,7,1,0.0,1.0,0.0
328,102,0,1,31,125.3,92,141.2,108,168.2,68,6.3,2,3,0.0,1.0,0.0
329,83,0,0,0,178.8,102,167.9,84,178.9,65,8.6,4,3,0.0,1.0,0.0
330,63,0,1,49,214.9,86,198.2,89,170.8,139,8.2,5,0,0.0,0.0,1.0
331,155,0,0,0,163.0,93,203.9,102,159.0,109,15.1,4,2,1.0,0.0,0.0
332,105,0,0,0,115.5,73,267.3,83,114.2,90,13.3,5,3,1.0,0.0,0.0
333,73,0,0,0,137.1,102,210.8,114,191.4,120,11.1,4,1,0.0,1.0,0.0
334,21,0,1,19,132.7,94,204.6,101,154.7,78,12.9,7,3,0.0,1.0,0.0
335,71,0,1,39,183.2,103,209.4,111,172.4,109,11.9,6,1,0.0,1.0,0.0
336,112,0,0,0,170.5,113,193.2,129,188.0,91,11.2,6,0,0.0,1.0,0.0
337,66,0,0,0,154.0,133,198.9,121,151.9,100,9.5,3,4,0.0,0.0,1.0
338,99,0,0,0,54.8,92,173.0,103,195.1,125,7.5,3,1,1.0,0.0,0.0
339,124,0,0,0,184.8,74,175.1,84,158.2,95,10.5,6,1,0.0,0.0,1.0
340,95,0,1,36,283.1,112,286.2,86,261.7,129,11.3,3,3,0.0,1.0,0.0
341,130,0,0,0,68.4,86,193.3,110,171.5,139,10.4,4,0,1.0,0.0,0.0
342,93,1,0,0,131.4,78,219.7,106,155.7,103,11.1,2,1,0.0,0.0,1.0
343,191,0,0,0,162.0,104,241.2,120,210.4,83,10.9,7,1,1.0,0.0,0.0
344,88,0,0,0,148.2,82,308.7,67,235.4,79,6.4,4,2,0.0,1.0,0.0
345,16,0,0,0,174.7,83,280.8,122,171.7,80,10.5,8,5,0.0,1.0,0.0
346,107,0,0,0,194.5,97,186.3,131,178.3,106,12.7,1,2,0.0,0.0,1.0
347,96,0,1,29,150.0,91,159.4,75,228.1,55,8.5,3,1,1.0,0.0,0.0
348,163,0,1,40,231.9,56,211.8,91,268.5,74,12.3,3,2,1.0,0.0,0.0
349,95,0,0,0,269.0,120,233.7,120,179.3,61,7.3,4,2,0.0,1.0,0.0
350,123,0,1,27,198.7,127,249.0,105,173.2,124,12.5,5,1,0.0,1.0,0.0
351,34,0,0,0,293.7,89,272.5,71,178.2,76,11.0,10,2,0.0,1.0,0.0
352,96,0,1,26,175.8,96,206.6,84,178.0,105,11.1,2,2,0.0,1.0,0.0
353,146,0,0,0,169.5,93,230.9,71,269.8,115,9.0,7,2,0.0,1.0,0.0
354,138,1,1,17,225.2,116,173.4,88,145.8,99,11.7,4,0,0.0,1.0,0.0
355,76,0,0,0,129.7,84,177.5,80,228.9,87,7.5,3,5,0.0,0.0,1.0
356,83,0,1,36,95.9,87,261.6,105,228.6,109,13.3,4,0,0.0,0.0,1.0
357,104,0,0,0,170.6,97,162.1,111,210.7,131,6.1,1,1,1.0,0.0,0.0
358,106,0,0,0,191.4,124,200.7,116,230.1,76,8.2,3,1,0.0,1.0,0.0
359,84,0,0,0,75.3,96,179.9,113,193.8,134,12.3,1,1,0.0,0.0,1.0
360,99,0,0,0,128.8,86,203.9,105,282.6,131,14.1,4,2,1.0,0.0,0.0
361,134,0,0,0,141.7,95,205.6,101,218.5,60,8.8,6,0,0.0,1.0,0.0
362,80,0,0,0,268.7,120,301.0,147,167.0,140,5.8,1,2,0.0,1.0,0.0
363,85,0,0,0,255.3,114,194.6,83,276.6,78,3.7,5,3,0.0,1.0,0.0
364,120,0,1,26,239.4,94,259.4,88,238.0,132,7.7,3,0,1.0,0.0,0.0
365,120,0,0,0,158.0,110,197.0,103,154.9,132,10.0,5,1,0.0,0.0,1.0
366,125,0,0,0,182.3,64,139.8,121,171.6,96,11.6,7,2,0.0,1.0,0.0
367,118,0,1,39,91.5,125,219.9,113,229.0,99,12.7,8,2,0.0,1.0,0.0
368,62,0,0,0,172.4,132,230.5,100,228.2,109,11.0,5,0,0.0,1.0,0.0
369,112,0,0,0,174.5,127,259.3,71,170.5,120,11.3,7,1,0.0,0.0,1.0
370,68,0,0,0,157.3,83,220.9,85,218.9,129,12.0,7,1,0.0,0.0,1.0
371,201,0,1,21,192.0,97,239.1,81,116.1,125,15.1,3,1,0.0,1.0,0.0
372,116,0,0,0,160.7,69,146.8,106,287.8,144,8.2,5,0,0.0,0.0,1.0
373,133,0,0,0,227.4,90,73.2,135,114.3,99,4.7,7,0,0.0,0.0,1.0
374,125,0,0,0,191.6,115,205.6,108,210.2,123,9.2,3,2,1.0,0.0,0.0
375,21,0,0,0,225.0,110,244.2,111,221.2,93,10.7,4,0,0.0,0.0,1.0
376,110,0,0,0,196.1,103,199.7,123,135.9,71,12.9,1,3,1.0,0.0,0.0
377,83,0,0,0,231.3,100,210.4,84,217.4,106,12.4,2,3,0.0,1.0,0.0
378,101,0,1,42,209.2,82,159.7,74,181.6,100,9.5,3,0,0.0,1.0,0.0
379,117,0,1,17,221.3,82,167.6,100,262.7,87,4.4,4,0,0.0,1.0,0.0
380,127,0,0,0,139.6,94,240.9,112,127.1,88,8.8,4,2,1.0,0.0,0.0
381,138,0,1,26,183.9,83,240.7,93,185.7,125,15.0,3,1,0.0,0.0,1.0
382,120,0,0,0,203.3,108,259.9,66,115.9,103,7.8,2,3,0.0,1.0,0.0
383,141,0,1,37,185.4,87,178.5,128,218.3,107,8.0,3,4,0.0,1.0,0.0
384,87,0,1,22,240.8,102,75.9,106,224.6,115,7.1,3,2,0.0,0.0,1.0
385,97,0,0,0,276.1,82,201.1,106,231.3,73,8.9,4,0,1.0,0.0,0.0
386,162,0,1,26,179.7,144,218.1,129,212.3,105,9.3,8,1,1.0,0.0,0.0
387,119,0,0,0,81.9,75,253.8,114,213.1,125,8.9,1,2,0.0,0.0,1.0
388,107,0,1,25,248.6,91,119.3,115,194.3,83,12.0,1,1,0.0,0.0,1.0
389,140,0,1,28,157.1,77,172.4,97,184.5,94,11.1,9,1,0.0,0.0,1.0
390,91,0,0,0,153.0,123,141.1,127,171.5,76,10.3,15,1,0.0,1.0,0.0
391,135,0,0,0,218.8,123,242.8,64,85.8,80,10.3,3,4,0.0,1.0,0.0
392,86,0,1,21,197.9,99,165.6,100,208.0,120,10.1,9,0,1.0,0.0,0.0
393,131,0,0,0,166.5,129,210.2,107,257.2,93,9.9,5,1,0.0,1.0,0.0
394,86,0,1,29,225.4,79,187.1,112,281.1,112,12.9,3,1,0.0,1.0,0.0
395,85,0,0,0,210.3,66,195.8,76,221.6,82,11.2,7,1,0.0,1.0,0.0
396,195,0,1,36,231.7,110,225.1,88,201.7,89,12.1,2,0,0.0,1.0,0.0
397,177,0,0,0,189.5,99,176.3,117,225.9,112,14.2,2,1,1.0,0.0,0.0
398,100,0,0,0,70.8,94,215.6,102,230.8,125,9.5,1,6,1.0,0.0,0.0
399,124,0,0,0,131.8,82,284.3,119,305.5,101,11.3,2,1,0.0,1.0,0.0
400,81,1,0,0,250.6,85,187.9,50,120.3,131,7.8,5,1,0.0,0.0,1.0
401,105,0,0,0,281.3,124,301.5,96,202.8,109,8.7,3,0,0.0,1.0,0.0
402,126,1,1,26,129.3,123,176.5,114,154.5,102,9.6,7,1,0.0,1.0,0.0
403,71,0,0,0,238.0,82,278.5,94,193.1,134,11.8,10,0,0.0,0.0,1.0
404,139,0,0,0,211.1,103,206.9,108,193.9,70,5.6,4,0,0.0,1.0,0.0
405,77,0,0,0,169.4,102,184.9,144,234.3,89,2.0,7,1,0.0,1.0,0.0
406,72,0,0,0,177.1,97,184.7,105,174.1,94,8.0,6,1,1.0,0.0,0.0
407,74,0,1,32,174.6,107,310.6,115,234.7,92,9.0,4,1,0.0,1.0,0.0
408,124,0,0,0,150.3,101,255.9,112,136.7,62,12.5,4,2,0.0,1.0,0.0
409,113,0,1,20,157.8,83,161.5,56,271.5,100,8.7,2,5,1.0,0.0,0.0
410,66,0,0,0,118.0,133,248.1,99,214.4,122,5.3,5,1,0.0,0.0,1.0
411,124,0,1,30,144.5,35,262.3,101,226.5,82,12.0,7,2,0.0,1.0,0.0
412,134,0,0,0,183.8,111,123.5,92,160.7,105,6.1,2,1,1.0,0.0,0.0
413,41,0,1,30,191.7,109,193.0,86,149.4,93,11.1,4,1,0.0,1.0,0.0
414,159,0,1,23,153.6,93,216.9,88,161.3,91,12.6,3,2,0.0,1.0,0.0
415,87,1,1,36,171.2,138,185.8,102,227.6,97,10.8,3,1,1.0,0.0,0.0
416,132,0,0,0,240.1,115,180.4,91,133.4,122,8.0,6,3,0.0,1.0,0.0
417,86,0,0,0,83.8,121,240.2,96,158.6,108,6.7,8,1,1.0,0.0,0.0
418,55,1,0,0,269.6,121,171.7,91,219.0,98,8.2,6,1,0.0,1.0,0.0
419,101,0,0,0,136.2,92,220.9,110,196.9,116,13.3,7,3,0.0,1.0,0.0
420,94,0,0,0,269.2,104,193.8,144,257.6,61,8.9,2,3,1.0,0.0,0.0
421,68,0,0,0,219.6,97,141.1,144,205.7,101,10.8,4,2,1.0,0.0,0.0
422,98,0,0,0,236.2,122,189.4,110,153.6,104,13.3,4,0,1.0,0.0,0.0
423,123,0,0,0,260.9,85,168.5,103,178.3,91,13.3,5,3,1.0,0.0,0.0
424,111,0,0,0,249.8,109,242.4,106,231.8,78,11.6,4,0,1.0,0.0,0.0
425,69,0,1,27,268.8,78,246.6,89,271.9,102,16.4,3,0,0.0,0.0,1.0
426,127,0,1,27,140.1,59,223.4,111,257.9,73,3.8,10,1,0.0,1.0,0.0
427,105,0,0,0,193.7,108,183.2,124,293.7,72,10.8,5,1,0.0,1.0,0.0
428,75,0,0,0,224.7,116,192.0,79,212.2,98,11.3,11,3,0.0,1.0,0.0
429,126,0,0,0,190.9,143,149.7,72,191.4,87,13.0,3,1,0.0,1.0,0.0
430,41,0,0,0,232.1,74,327.1,88,226.5,119,10.9,2,3,0.0,1.0,0.0
431,113,0,0,0,90.6,130,170.6,100,137.4,74,5.4,9,1,0.0,1.0,0.0
432,78,0,0,0,152.9,81,256.6,82,173.6,112,5.3,6,2,0.0,0.0,1.0
433,110,0,0,0,241.2,105,174.3,85,245.3,59,8.5,4,2,0.0,1.0,0.0
434,112,1,1,16,200.3,72,197.8,91,151.1,92,10.4,3,1,0.0,1.0,0.0
435,104,0,0,0,97.2,88,155.6,85,261.6,105,12.4,5,0,0.0,0.0,1.0
436,127,0,0,0,224.3,112,185.7,103,159.4,83,10.0,1,2,0.0,0.0,1.0
437,61,0,0,0,267.1,104,180.4,131,230.6,106,17.3,4,1,1.0,0.0,0.0
438,65,0,1,29,215.5,129,161.9,77,128.3,91,8.8,5,2,0.0,1.0,0.0
439,152,0,1,20,239.1,105,209.1,111,268.2,130,13.3,3,5,1.0,0.0,0.0
440,63,1,0,0,62.9,112,202.9,111,259.0,58,8.9,8,1,0.0,1.0,0.0
441,100,0,0,0,210.9,85,329.3,69,127.1,78,9.4,5,4,1.0,0.0,0.0
442,29,0,0,0,313.2,103,216.3,151,218.4,106,12.8,4,2,0.0,0.0,1.0
443,175,0,0,0,132.0,95,231.2,74,313.4,108,8.7,10,1,0.0,1.0,0.0
444,98,1,1,23,245.5,54,292.7,83,184.0,90,10.8,7,1,0.0,1.0,0.0
445,121,0,0,0,134.1,112,195.1,104,159.6,139,10.5,2,2,0.0,1.0,0.0
446,104,0,0,0,144.5,107,180.5,85,226.0,94,17.0,6,2,0.0,1.0,0.0
447,123,0,0,0,150.0,98,89.8,95,326.0,91,11.1,3,3,0.0,1.0,0.0
448,61,0,1,33,270.7,53,200.7,116,201.7,102,10.9,3,3,0.0,1.0,0.0
449,160,0,0,0,256.0,111,187.4,61,119.1,81,11.5,4,3,0.0,1.0,0.0
450,153,0,0,0,154.6,56,263.0,84,367.7,89,15.5,2,1,1.0,0.0,0.0
451,31,0,0,0,165.4,84,203.7,107,201.7,65,8.2,1,1,0.0,0.0,1.0
452,122,0,0,0,168.3,96,87.6,91,247.2,87,8.4,6,1,0.0,1.0,0.0
453,46,0,1,34,191.4,102,361.8,96,147.5,132,7.2,2,1,0.0,1.0,0.0
454,103,0,0,0,158.7,90,198.4,117,181.1,76,10.5,4,1,0.0,1.0,0.0
455,68,1,1,29,195.5,113,171.6,96,204.0,85,13.5,9,1,0.0,1.0,0.0
456,149,0,1,20,264.4,102,219.6,123,200.4,89,11.3,3,2,0.0,1.0,0.0
457,102,0,0,0,273.2,85,211.1,82,203.7,129,13.1,7,2,1.0,0.0,0.0
458,153,0,0,0,159.5,103,275.5,90,176.7,126,10.1,2,1,0.0,0.0,1.0
459,122,0,0,0,145.6,102,284.7,111,228.2,91,12.2,5,0,0.0,0.0,1.0
460,127,1,0,0,247.5,99,108.5,118,232.0,72,10.6,3,2,0.0,0.0,1.0
461,126,1,0,0,239.7,87,281.7,92,183.5,113,11.4,1,1,0.0,1.0,0.0
462,90,0,0,0,109.9,102,220.8,114,104.0,133,10.9,6,0,1.0,0.0,0.0
463,37,0,0,0,239.9,120,261.6,88,207.1,88,8.9,4,2,0.0,0.0,1.0
464,132,0,0,0,197.8,66,133.9,119,177.3,94,10.9,3,4,0.0,1.0,0.0
465,38,0,1,36,115.4,98,166.2,83,184.7,79,15.2,6,2,1.0,0.0,0.0
466,92,0,0,0,197.2,113,242.3,116,192.0,76,11.0,5,2,0.0,1.0,0.0
467,111,0,1,13,193.1,104,111.6,98,227.4,94,12.1,4,1,1.0,0.0,0.0
468,121,0,1,31,263.1,70,279.3,118,127.1,143,9.7,4,5,0.0,1.0,0.0
469,131,0,0,0,197.0,79,201.0,114,151.2,111,11.6,5,1,1.0,0.0,0.0
470,19,0,0,0,201.5,123,129.2,110,220.6,98,12.9,4,1,0.0,1.0,0.0
471,135,0,0,0,173.4,107,222.0,84,64.2,94,13.7,6,1,0.0,1.0,0.0
472,129,0,0,0,101.4,145,249.1,116,157.6,107,7.1,6,1,1.0,0.0,0.0
473,142,0,0,0,232.5,74,181.8,142,203.1,86,10.4,6,4,0.0,1.0,0.0
474,130,0,1,45,174.5,120,217.5,95,220.3,67,12.2,2,1,0.0,1.0,0.0
475,92,0,0,0,181.4,98,164.5,98,171.0,110,10.9,4,2,0.0,1.0,0.0
476,146,0,1,11,180.7,82,173.7,90,231.5,89,10.1,4,2,0.0,1.0,0.0
477,152,1,1,41,146.8,128,285.6,96,213.6,80,4.3,2,1,0.0,0.0,1.0
478,189,0,0,0,227.8,124,169.5,112,201.1,91,5.6,4,3,0.0,1.0,0.0
479,95,0,1,23,160.3,87,202.4,101,191.1,122,7.4,3,0,0.0,1.0,0.0
480,1,0,0,0,175.2,74,151.7,79,230.5,109,5.3,3,1,1.0,0.0,0.0
481,141,0,1,39,116.9,127,276.5,88,289.9,125,12.3,2,0,0.0,1.0,0.0
482,111,0,0,0,152.2,114,137.2,102,185.9,97,9.8,3,0,0.0,0.0,1.0
483,143,0,0,0,167.8,72,211.0,99,153.5,109,10.5,6,4,1.0,0.0,0.0
484,148,0,1,21,262.9,135,149.5,96,140.5,109,8.1,4,1,0.0,1.0,0.0
485,143,0,1,22,141.8,116,167.3,99,178.1,130,7.8,3,1,1.0,0.0,0.0
486,90,0,0,0,167.5,96,139.1,104,138.4,87,13.0,1,1,0.0,1.0,0.0
487,169,0,0,0,147.2,115,161.9,123,142.1,103,7.2,6,3,1.0,0.0,0.0
488,53,0,0,0,145.1,116,233.7,82,208.7,95,7.9,5,2,0.0,1.0,0.0
489,15,0,0,0,135.2,101,152.5,79,224.8,83,8.4,5,2,0.0,1.0,0.0
490,123,0,1,28,124.7,105,250.4,78,216.4,128,7.8,8,1,1.0,0.0,0.0
491,95,0,0,0,174.0,57,281.1,118,197.2,94,9.7,2,0,0.0,0.0,1.0
492,82,0,0,0,265.2,122,178.7,102,174.7,90,10.7,9,2,0.0,0.0,1.0
493,180,0,0,0,143.3,134,180.5,113,184.2,87,10.1,4,1,0.0,1.0,0.0
494,125,0,0,0,113.0,108,169.2,107,156.6,61,9.2,5,2,1.0,0.0,0.0
495,138,1,1,28,211.2,117,312.5,98,178.0,118,10.7,2,3,0.0,1.0,0.0
496,90,0,0,0,157.9,72,234.0,93,210.0,86,12.2,5,2,1.0,0.0,0.0
497,190,0,0,0,182.2,101,212.3,95,233.0,123,9.3,4,2,1.0,0.0,0.0
498,143,0,1,33,141.4,130,186.4,114,210.0,111,7.7,6,1,0.0,0.0,1.0
499,183,0,0,0,108.3,87,183.6,116,176.6,109,13.5,2,0,0.0,0.0,1.0
500,58,0,0,0,247.2,116,303.7,103,105.4,94,9.3,2,2,0.0,1.0,0.0
501,123,0,0,0,166.9,98,221.8,77,243.9,114,12.8,4,3,0.0,1.0,0.0
502,155,0,0,0,71.2,90,304.4,119,183.3,103,8.6,4,0,0.0,0.0,1.0
503,53,0,0,0,164.1,106,206.0,56,194.7,124,11.4,2,1,0.0,1.0,0.0
504,101,0,0,0,154.4,130,217.2,101,185.4,52,13.9,4,1,0.0,1.0,0.0
505,122,0,0,0,231.2,141,267.8,136,240.3,100,8.8,5,1,1.0,0.0,0.0
506,163,0,0,0,202.9,100,178.6,46,203.8,116,12.8,3,5,0.0,1.0,0.0
507,120,0,0,0,177.2,88,270.4,99,231.5,90,14.0,2,2,0.0,1.0,0.0
508,196,0,0,0,133.1,80,206.5,120,221.6,96,10.3,8,1,0.0,1.0,0.0
509,147,0,1,38,243.4,126,273.8,109,282.9,91,14.1,8,2,0.0,1.0,0.0
510,81,0,1,46,168.3,124,270.9,103,222.5,98,6.7,2,4,1.0,0.0,0.0
511,165,0,1,33,111.6,140,213.3,111,267.6,115,16.0,3,0,0.0,1.0,0.0
512,115,0,0,0,206.2,113,176.4,102,297.1,119,11.0,7,1,0.0,1.0,0.0
513,90,0,1,27,156.7,51,236.5,118,123.2,111,12.6,6,2,1.0,0.0,0.0
514,37,0,0,0,221.0,126,204.5,110,118.0,98,6.8,3,4,0.0,1.0,0.0
515,76,0,0,0,165.7,94,257.4,80,170.8,114,10.0,4,1,0.0,0.0,1.0
516,109,0,0,0,154.8,82,287.7,109,208.4,80,5.9,9,3,0.0,0.0,1.0
517,105,0,0,0,125.4,116,261.5,95,241.6,104,11.4,9,2,0.0,0.0,1.0
518,74,0,0,0,124.8,114,133.0,121,160.3,85,10.6,7,3,0.0,1.0,0.0
519,76,0,0,0,179.2,85,222.9,66,188.2,113,12.4,2,0,0.0,1.0,0.0
520,116,0,0,0,245.9,73,240.1,87,158.7,89,8.9,5,3,0.0,1.0,0.0
521,138,0,0,0,205.9,96,257.1,94,209.0,63,12.1,8,0,0.0,0.0,1.0
522,102,0,0,0,186.8,92,173.7,123,250.9,131,9.7,4,2,0.0,1.0,0.0
523,164,0,0,0,192.1,95,249.8,94,132.6,100,7.3,3,3,0.0,0.0,1.0
524,125,0,0,0,240.7,82,269.4,85,187.1,74,10.1,3,0,0.0,1.0,0.0
525,209,0,0,0,255.1,124,230.6,110,218.0,69,8.5,5,3,0.0,0.0,1.0
526,116,0,1,24,183.6,138,203.8,90,166.9,89,6.0,3,2,1.0,0.0,0.0
527,189,0,1,30,155.2,116,195.5,50,170.1,108,15.4,6,1,0.0,1.0,0.0
528,84,0,0,0,203.4,125,182.9,88,213.7,121,13.8,2,1,0.0,0.0,1.0
529,182,0,0,0,279.1,124,180.5,108,217.5,104,9.5,11,2,0.0,1.0,0.0
530,171,0,0,0,189.8,122,173.7,85,257.1,84,10.3,1,0,0.0,0.0,1.0
531,90,0,0,0,198.5,124,266.6,100,243.3,80,8.0,7,2,0.0,1.0,0.0
532,117,0,0,0,158.7,84,181.7,91,177.3,67,7.7,10,2,0.0,0.0,1.0
533,186,0,0,0,137.8,97,187.7,118,146.4,85,8.7,6,1,0.0,0.0,1.0
534,55,0,1,39,139.3,101,178.3,117,246.5,104,8.1,1,3,1.0,0.0,0.0
535,74,0,0,0,177.4,136,240.3,104,237.3,133,12.0,3,0,1.0,0.0,0.0
536,130,0,0,0,115.6,129,167.8,104,141.8,124,12.6,9,1,1.0,0.0,0.0
537,80,0,0,0,51.5,90,164.0,98,169.4,80,9.5,4,3,1.0,0.0,0.0
538,120,0,0,0,131.7,99,163.1,109,201.1,116,10.7,3,1,0.0,1.0,0.0
539,84,0,1,30,106.5,65,225.7,108,188.6,61,5.7,3,2,1.0,0.0,0.0
540,134,0,1,34,247.2,105,225.5,133,186.3,76,6.1,5,2,0.0,0.0,1.0
541,68,0,0,0,158.8,119,211.8,105,198.1,101,10.3,3,1,0.0,1.0,0.0
542,119,0,0,0,239.1,88,243.5,79,230.9,92,10.9,3,3,1.0,0.0,0.0
543,166,1,1,28,175.8,126,253.6,76,128.5,72,11.4,5,1,0.0,1.0,0.0
544,90,0,1,42,193.3,66,263.3,85,214.4,97,11.1,4,0,0.0,1.0,0.0
545,82,0,1,33,137.8,95,235.5,128,268.1,70,11.0,6,2,0.0,1.0,0.0
546,130,0,0,0,263.7,113,186.5,103,195.3,99,18.3,6,1,0.0,1.0,0.0
547,130,0,0,0,252.0,101,170.2,105,209.2,64,5.7,5,0,1.0,0.0,0.0
548,155,1,0,0,163.1,94,291.7,108,96.4,111,11.2,3,0,1.0,0.0,0.0
549,81,0,0,0,324.7,48,236.4,82,187.6,78,13.1,5,0,0.0,1.0,0.0
550,75,0,0,0,203.3,70,228.9,97,222.2,118,14.3,3,1,1.0,0.0,0.0
551,178,0,1,35,175.4,88,190.0,65,138.7,94,10.5,3,2,0.0,1.0,0.0
552,112,0,0,0,266.0,97,214.6,94,306.2,100,14.2,2,2,0.0,1.0,0.0
553,100,0,0,0,78.7,98,225.6,102,150.4,106,14.0,8,0,0.0,0.0,1.0
554,104,0,0,0,225.9,123,162.8,106,272.1,85,10.1,4,1,0.0,1.0,0.0
555,160,0,0,0,216.8,77,207.3,117,228.6,117,5.6,2,1,1.0,0.0,0.0
556,87,0,0,0,58.0,125,67.5,116,185.9,136,11.5,3,0,0.0,1.0,0.0
557,81,0,0,0,173.2,80,236.2,94,240.2,84,11.8,6,2,0.0,1.0,0.0
558,28,0,0,0,236.8,102,167.1,87,280.2,115,9.7,3,3,0.0,1.0,0.0
559,95,0,0,0,237.3,83,154.0,65,237.0,105,11.2,6,1,1.0,0.0,0.0
560,35,0,0,0,158.6,67,130.4,96,229.8,80,6.9,5,2,1.0,0.0,0.0
561,134,0,0,0,296.0,93,226.4,117,246.8,98,12.3,10,0,0.0,0.0,1.0
562,185,0,1,19,157.3,123,257.7,94,190.4,107,9.6,6,0,0.0,1.0,0.0
563,85,0,0,0,144.4,88,264.6,105,185.4,94,9.9,3,1,1.0,0.0,0.0
564,148,0,1,36,77.6,141,207.0,60,255.7,115,10.9,2,1,0.0,1.0,0.0
565,134,0,1,32,80.3,94,199.9,124,170.8,117,16.6,3,0,1.0,0.0,0.0
566,80,0,1,36,190.3,115,256.6,78,214.9,145,3.8,4,1,1.0,0.0,0.0
567,165,0,0,0,209.4,67,273.8,89,150.2,88,12.8,1,0,0.0,0.0,1.0
568,65,0,1,34,208.8,119,142.1,106,214.6,87,12.5,4,4,0.0,1.0,0.0
569,104,0,0,0,113.6,87,158.6,98,187.7,87,10.5,6,2,0.0,1.0,0.0
570,44,0,0,0,202.6,89,163.0,96,268.1,151,8.3,3,0,0.0,1.0,0.0
571,162,0,0,0,135.2,98,242.0,107,246.9,96,10.2,2,2,0.0,1.0,0.0
572,96,0,0,0,276.9,105,246.9,94,254.4,107,10.3,3,1,0.0,1.0,0.0
573,72,0,0,0,287.4,116,235.3,126,292.1,114,5.0,3,4,0.0,0.0,1.0
574,31,0,0,0,97.5,129,260.4,78,88.7,100,7.0,5,1,0.0,1.0,0.0
575,72,0,0,0,166.5,102,261.0,103,262.7,85,13.3,5,0,0.0,1.0,0.0
