timestamp,incoming_calls,handle_time,staffing_level,queue_length
477398,65.0,3.0,41.0,0.0
474763,49.0,3.0,20.0,0.0
473999,58.0,3.0,20.0,0.0
475608,63.0,3.0,20.0,0.0
476241,95.0,3.0,57.0,0.0
474103,92.0,,48.0,0.0
474427,50.0,3.0,20.0,0.0
474888,56.0,3.0,20.0,
476174,83.0,3.0,33.0,0.0
473643,61.0,3.0,20.0,0.0
475213,80.0,3.0,48.0,0.0
475357,64.0,3.0,53.0,0.0
475022,62.0,3.0,36.0,0.0
475874,83.0,3.0,,0.0
475929,84.0,3.0,46.0,0.0
477226,90.0,3.0,60.0,0.0
477353,45.0,3.0,20.0,0.0
473615,51.0,3.0,20.0,0.0
476365,75.0,3.0,57.0,0.0
474426,48.0,3.0,20.0,0.0
474152,95.0,3.0,,0.0
475596,74.0,3.0,43.0,0.0
474085,72.0,3.0,51.0,0.0
473408,82.0,3.0,50.0,0.0
474526,54.0,3.0,20.0,0.0
474994,86.0,3.0,61.0,0.0
476668,75.0,3.0,26.0,0.0
477574,50.0,3.0,,0.0
474032,93.0,3.0,45.0,0.0
476563,46.0,3.0,20.0,0.0
474312,64.0,3.0,20.0,0.0
476846,70.0,3.0,42.0,0.0
474851,83.0,3.0,68.0,0.0
476980,78.0,3.0,26.0,0.0
476218,84.0,3.0,66.0,0.0
474034,91.0,3.0,52.0,0.0
475152,58.0,3.0,20.0,0.0
477314,63.0,3.0,20.0,0.0
474744,64.0,3.0,20.0,0.0
476590,51.0,3.0,20.0,0.0
473465,54.0,3.0,20.0,0.0
476532,82.0,3.0,42.0,0.0
475288,56.0,3.0,22.0,0.0
476195,79.0,3.0,65.0,0.0
476555,79.0,3.0,53.0,0.0
473364,86.0,3.0,73.0,0.0
474372,74.0,3.0,58.0,0.0
473674,86.0,3.0,72.0,0.0
474644,52.0,3.0,20.0,0.0
475685,99.0,3.0,33.0,0.0
474088,58.0,3.0,,0.0
476730,47.0,3.0,20.0,0.0
475430,76.0,3.0,44.0,0.0
475092,78.0,3.0,64.0,0.0
476882,62.0,3.0,20.0,0.0
476731,41.0,,20.0,0.0
474808,60.0,3.0,,0.0
475214,75.0,3.0,43.0,0.0
476512,59.0,3.0,20.0,0.0
476192,90.0,3.0,59.0,0.0
476343,63.0,3.0,25.0,0.0
474231,71.0,,32.0,0.0
476288,99.0,3.0,50.0,
476552,101.0,3.0,55.0,0.0
474042,44.0,3.0,20.0,0.0
474527,58.0,3.0,20.0,0.0
477012,74.0,3.0,53.0,0.0
474233,70.0,3.0,20.0,0.0
475560,66.0,3.0,20.0,0.0
477123,67.0,3.0,22.0,0.0
475443,70.0,3.0,25.0,0.0
474862,45.0,3.0,20.0,0.0
474562,90.0,3.0,,0.0
475971,73.0,3.0,20.0,0.0
473768,87.0,3.0,50.0,0.0
476314,96.0,3.0,69.0,0.0
475809,89.0,3.0,55.0,0.0
473579,81.0,3.0,65.0,0.0
474214,44.0,3.0,20.0,0.0
474511,92.0,3.0,48.0,0.0
477347,78.0,3.0,60.0,0.0
475803,66.0,,21.0,0.0
476133,50.0,3.0,20.0,0.0
475096,67.0,3.0,33.0,0.0
477194,69.0,3.0,20.0,0.0
474786,57.0,3.0,20.0,0.0
476293,72.0,3.0,52.0,0.0
474750,88.0,3.0,42.0,0.0
474800,92.0,3.0,54.0,0.0
477034,95.0,3.0,62.0,0.0
475620,78.0,3.0,57.0,0.0
477348,82.0,3.0,,0.0
473535,60.0,3.0,29.0,0.0
474208,63.0,3.0,29.0,0.0
474616,60.0,3.0,20.0,0.0
473838,98.0,3.0,31.0,0.0
477342,92.0,3.0,47.0,0.0
477476,58.0,3.0,20.0,0.0
474501,46.0,3.0,20.0,0.0
476625,101.0,3.0,65.0,0.0
473491,38.0,3.0,20.0,0.0
474803,83.0,3.0,50.0,0.0
477225,92.0,3.0,52.0,0.0
475804,75.0,3.0,25.0,0.0
473618,61.0,3.0,20.0,0.0
475828,82.0,3.0,20.0,0.0
477021,58.0,3.0,20.0,0.0
473415,61.0,3.0,36.0,0.0
476269,84.0,3.0,46.0,0.0
476409,90.0,3.0,63.0,
474654,91.0,3.0,32.0,0.0
476452,83.0,3.0,24.0,0.0
475603,44.0,3.0,20.0,0.0
475455,66.0,3.0,30.0,0.0
477178,86.0,3.0,41.0,0.0
474745,65.0,3.0,20.0,0.0
475778,71.0,3.0,20.0,0.0
477644,52.0,3.0,20.0,0.0
476445,60.0,3.0,20.0,0.0
474895,92.0,3.0,49.0,0.0
475793,47.0,3.0,20.0,0.0
474466,99.0,3.0,52.0,0.0
473455,91.0,3.0,47.0,0.0
477410,63.0,3.0,24.0,0.0
475262,70.0,3.0,40.0,0.0
477467,84.0,3.0,69.0,0.0
476517,64.0,3.0,20.0,0.0
473860,76.0,3.0,26.0,0.0
476815,94.0,3.0,44.0,0.0
476752,71.0,3.0,27.0,
475724,49.0,3.0,20.0,0.0
475761,89.0,3.0,54.0,0.0
477069,38.0,,20.0,0.0
477004,81.0,3.0,26.0,
473631,56.0,3.0,26.0,0.0
475097,63.0,3.0,20.0,0.0
476881,60.0,3.0,20.0,0.0
477201,91.0,3.0,56.0,0.0
476649,82.0,3.0,51.0,0.0
473710,56.0,3.0,20.0,0.0
476589,52.0,3.0,20.0,0.0
473651,88.0,3.0,55.0,0.0
474480,63.0,3.0,20.0,0.0
477279,60.0,3.0,30.0,0.0
475014,98.0,3.0,41.0,0.0
476458,89.0,3.0,66.0,0.0
474113,60.0,3.0,20.0,0.0
474289,69.0,3.0,20.0,
477527,65.0,3.0,20.0,0.0
473767,87.0,3.0,42.0,0.0
473705,55.0,3.0,20.0,0.0
474675,74.0,3.0,23.0,0.0
474889,71.0,3.0,23.0,0.0
475104,60.0,3.0,20.0,
476865,94.0,3.0,57.0,0.0
477263,57.0,3.0,20.0,0.0
477274,85.0,3.0,64.0,0.0
476844,80.0,3.0,59.0,0.0
474790,45.0,3.0,20.0,0.0
475578,40.0,3.0,20.0,0.0
476689,65.0,3.0,20.0,
476789,88.0,3.0,35.0,0.0
474515,83.0,3.0,59.0,0.0
477160,51.0,3.0,20.0,
475558,51.0,3.0,20.0,0.0
473460,79.0,3.0,48.0,0.0
474854,72.0,3.0,53.0,0.0
476331,78.0,3.0,20.0,
475509,53.0,3.0,20.0,0.0
473410,89.0,3.0,56.0,0.0
473428,86.0,,20.0,0.0
477542,64.0,3.0,39.0,0.0
473720,87.0,3.0,49.0,0.0
476644,77.0,3.0,26.0,0.0
474137,53.0,3.0,20.0,0.0
475444,77.0,3.045632636132593,21.0,0.0
477254,72.0,3.0,38.0,0.0
477346,91.0,3.0,63.0,
475996,91.0,3.0,28.0,0.0
477340,80.0,3.0,30.0,0.0
474583,89.0,3.0,46.0,0.0
476006,69.0,3.0,39.0,0.0
475732,77.0,3.0,20.0,0.0
474530,71.0,3.0,20.0,0.0
475054,47.0,3.0,20.0,
474407,54.0,3.0,20.0,0.0
477560,87.0,3.0,45.0,0.0
476088,63.0,3.0,20.0,0.0
474262,62.0,3.0,20.0,0.0
473476,85.0,3.0,28.0,0.0
477154,81.0,3.0,59.0,0.0
475805,90.0,3.0,30.0,0.0
474169,50.0,3.0,20.0,0.0
477130,85.0,3.0,53.0,0.0
474954,49.0,3.0,20.0,0.0
477530,75.0,3.0,,0.0
475966,57.0,3.0,20.0,0.0
473781,51.0,3.0,20.0,0.0
476565,47.0,,20.0,
474017,51.0,3.0,20.0,0.0
476286,86.0,,42.0,0.0
477387,76.0,3.0,20.0,0.0
474355,53.0,3.0,20.0,0.0
475541,87.0,3.0,31.0,0.0
473794,86.0,3.0,60.0,0.0
475604,46.0,3.0,20.0,0.0
476155,49.0,3.0,20.0,0.0
476616,60.0,3.0,20.0,0.0
477209,40.0,3.0,20.0,0.0
473785,66.0,3.0,20.0,0.0
474667,48.0,3.0,20.0,0.0
475174,50.0,3.0,20.0,0.0
473739,72.0,3.0,20.0,0.0
473382,96.0,3.0770684271872497,38.0,0.0
475267,56.0,3.0,20.0,0.0
475363,49.0,3.0,20.0,0.0
473555,86.0,3.0,50.0,0.0
476520,57.0,3.0,20.0,0.0
474713,43.0,3.0,20.0,0.0
476265,93.0,3.0,47.0,0.0
476273,59.0,3.0,20.0,0.0
477593,42.0,3.0,20.0,0.0
473676,82.0,3.0,67.0,0.0
475655,56.0,3.0,20.0,0.0
474157,78.0,3.0,47.0,0.0
475002,56.0,3.0,,
475546,92.0,3.0,63.0,0.0
475198,48.0,3.0,20.0,0.0
476414,66.0,3.0,36.0,0.0
476398,57.0,3.0,20.0,0.0
473830,47.0,3.0,20.0,0.0
473778,56.0,3.0,20.0,0.0
474967,99.0,3.0,44.0,0.0
475992,52.0,3.0,20.0,0.0
473795,81.0,3.0,63.0,0.0
474399,67.0,3.0,25.0,0.0
474020,45.0,3.0,20.0,0.0
474535,96.0,3.0,45.0,0.0
475974,87.0,3.0,43.0,0.0
476185,68.0,3.0,20.0,0.0
473544,63.0,3.0,20.0,0.0
476070,93.0,3.0,42.0,0.0
473919,64.0,3.0,30.0,0.0
475131,75.0,3.0,21.0,0.0
475659,60.0,3.0,24.0,0.0
473358,89.0,3.0,,0.0
474284,48.0,3.0,20.0,0.0
476947,48.0,3.0,20.0,0.0
473791,95.0,3.0,49.0,0.0
473641,74.0,,20.0,0.0
474697,63.0,3.0,20.0,0.0
476632,67.0,3.0,25.0,0.0
477551,57.0,3.0,20.0,0.0
477602,75.0,3.0,20.0,0.0
474802,80.0,3.0,51.0,0.0
476623,91.0,3.0,57.0,0.0
476041,60.0,3.0,20.0,0.0
474789,60.0,3.0,20.0,0.0
477260,43.0,3.0,20.0,0.0
474859,42.0,3.0,20.0,0.0
475644,73.0,3.0,62.0,0.0
477610,88.0,3.0,58.0,0.0
476379,71.0,3.0,23.0,0.0
475848,60.0,3.0,20.0,0.0
476614,51.0,3.0,20.0,0.0
476169,96.0,3.0,62.0,0.0
474587,80.0,3.0,52.0,0.0
473546,66.0,3.0,20.0,0.0
473802,38.0,3.0,20.0,0.0
475759,101.0,3.0,45.0,0.0
474217,66.0,3.0,20.0,0.0
476576,93.0,3.0,50.0,0.0
474820,81.0,3.0,38.0,0.0
473381,86.0,3.0,31.0,0.0
477072,59.0,3.0,20.0,0.0
476661,53.0,3.0,20.0,0.0
475386,44.0,3.0,20.0,0.0
477237,55.0,3.0,20.0,0.0
475610,72.0,3.0,20.0,0.0
477531,70.0,3.0,22.0,0.0
474730,90.0,3.0,57.0,0.0
474409,70.0,3.0,20.0,0.0
475011,88.0,3.0,20.0,0.0
475093,82.0,3.0,57.0,0.0
473574,84.0,3.0,45.0,0.0
474605,93.0,3.0,33.0,0.0
473925,52.0,3.0,20.0,0.0
474615,64.0,3.0,29.0,0.0
477555,68.0,3.0,20.0,0.0
473770,92.0,,52.0,0.0
475166,75.0,3.0,43.0,0.0
473609,55.0,3.0,20.0,0.0
473647,98.0,3.0,50.0,0.0
476683,48.0,3.0,20.0,0.0
476518,45.0,3.0,20.0,0.0
476766,85.0,3.0,43.0,0.0
475744,56.0,3.0,30.0,0.0
476841,87.0,3.0,53.0,0.0
474064,67.0,,25.0,0.0
476329,57.0,3.0,20.0,0.0
474574,55.0,3.0,20.0,0.0
477369,93.0,3.0,55.0,0.0
473801,46.0,3.0,,0.0
476463,68.0,3.0,25.0,0.0
476354,75.0,3.0,20.0,0.0
474310,53.0,3.0,20.0,0.0
474516,77.0,3.0,57.0,0.0
474006,92.0,3.0,42.0,0.0
477400,59.0,3.0,24.0,0.0
474528,64.0,3.0,20.0,0.0
473763,74.0,3.0,22.0,0.0
476808,67.0,3.0,20.0,0.0
474903,76.0,3.0,30.0,0.0
475249,71.0,3.0,20.0,0.0
477498,55.0,3.0,20.0,0.0
475496,90.0,3.0,57.0,0.0
476025,87.0,3.0,71.0,0.0
476219,81.0,3.0,59.0,0.0
473782,52.0,3.0,20.0,0.0
476598,83.0,3.0,34.0,0.0
475985,55.0,3.0,20.0,0.0
476066,69.0,3.0,20.0,0.0
476744,90.0,3.0,,0.0
474514,86.0,3.0,58.0,0.0
473454,91.0,3.0,43.0,0.0
475585,57.0,3.0,20.0,0.0
476001,84.0,3.0,61.0,0.0
475640,97.0,3.0,53.0,0.0
477167,42.0,3.0,20.0,0.0
475825,65.0,3.0,20.0,0.0
474886,54.0,3.0,20.0,0.0
476072,90.0,3.0,57.0,0.0
477063,62.0,3.0,41.0,0.0
477060,84.0,3.0,54.0,0.0
474984,66.0,3.0,20.0,
475309,76.0,3.0,57.0,0.0
474416,93.0,3.0,52.0,0.0
476701,76.0,3.0,44.0,
474170,70.0,3.0,22.0,0.0
476187,70.0,3.0,23.0,0.0
475686,87.0,3.0,41.0,0.0
474168,60.0,3.0,20.0,0.0
476906,66.0,3.0,20.0,0.0
475281,88.0,3.0,46.0,0.0
474813,50.0,3.0,20.0,0.0
475982,68.0,3.0,41.0,0.0
475396,74.0,,33.0,0.0
475670,71.0,3.0,36.0,
474857,55.0,,23.0,0.0
474216,61.0,3.0,20.0,0.0
476346,64.0,3.0,20.0,0.0
477105,91.0,3.0,50.0,0.0
473906,70.0,3.0,22.0,0.0
475164,81.0,3.0,47.0,0.0
474840,53.0,3.0,20.0,0.0
476386,83.0,3.0,56.0,0.0
477608,93.0,,53.0,0.0
477013,84.0,3.0,46.0,0.0
474100,73.0,3.0,22.0,0.0
475135,93.0,3.0,45.0,0.0
474218,70.0,3.0,20.0,0.0
474104,94.0,3.0,,0.0
477322,88.0,3.0,64.0,0.0
475467,65.0,3.0,20.0,0.0
475662,101.0,3.0,47.0,0.0
474665,65.0,3.0,20.0,0.0
474081,85.0,3.0,56.0,0.0
475383,55.0,3.0,37.0,0.0
476303,47.0,3.0,20.0,0.0
477499,55.0,3.0,20.0,0.0
474718,52.0,3.0,20.0,0.0
474462,100.0,3.0,42.0,0.0
476899,45.0,3.0,20.0,0.0
473698,95.0,3.0,56.0,0.0
476344,73.0,3.0,20.0,0.0
477332,52.0,3.0,20.0,0.0
473930,67.0,3.0,23.0,0.0
477104,88.0,3.0,41.0,0.0
476048,92.0,3.0,52.0,0.0
476658,51.0,3.0,20.0,0.0
476348,48.0,3.0,20.0,0.0
475004,55.0,3.0,20.0,0.0
473530,88.0,3.0,59.0,0.0
477586,96.0,3.0,55.0,0.0
474573,51.0,3.0,20.0,0.0
475122,56.0,3.0,20.0,0.0
476032,55.0,3.0,20.0,0.0
473956,79.0,3.0,23.0,0.0
474522,57.0,3.0,20.0,0.0
473377,59.0,3.0,20.0,0.0
477427,42.0,3.0,20.0,0.0
477443,84.0,3.0,48.0,0.0
477464,96.0,3.0,58.0,0.0
473525,88.0,,31.0,0.0
477148,83.0,3.0,26.0,0.0
473683,59.0,3.0,20.0,0.0
473694,93.0,3.0,47.0,0.0
475138,90.0,3.0,52.0,0.0
474440,86.0,3.0,55.0,0.0
473831,61.0,3.0,20.0,0.0
474079,92.0,3.0,46.0,0.0
475319,49.0,3.0,20.0,0.0
474328,62.0,3.0,27.0,0.0
474645,52.0,3.0,20.0,0.0
476013,47.0,3.0,20.0,0.0
475027,56.0,3.0,20.0,0.0
476381,82.0,3.0,29.0,0.0
475377,97.0,3.0,51.0,0.0
475633,62.0,3.0,20.0,0.0
474891,71.0,3.0,20.0,0.0
474885,39.0,3.0,20.0,0.0
477052,89.0,3.0,24.0,0.0
476052,75.0,3.0,46.0,0.0
477185,53.0,3.0,20.0,0.0
475857,88.0,3.0,66.0,0.0
477494,68.0,3.0,41.0,0.0
477273,88.0,3.0,63.0,0.0
476434,90.0,3.0,54.0,
476569,60.0,3.0,20.0,0.0
473419,54.0,3.0,20.0,0.0
474609,86.0,3.0,64.0,0.0
473573,93.0,3.0,33.0,0.0
476558,82.0,3.0,40.0,0.0
476804,42.0,3.0,20.0,0.0
476513,53.0,3.0,20.0,0.0
473440,62.0,3.0,20.0,0.0
475250,67.0,3.0,20.0,0.0
475475,90.0,3.0,53.0,0.0
476593,71.0,3.0,20.0,0.0
475983,69.0,3.0,33.0,0.0
475411,55.0,3.0,20.0,0.0
475202,67.0,3.0,20.0,
474589,73.0,3.0,46.0,0.0
477461,92.0,3.0,32.0,0.0
477508,84.0,3.0,21.0,0.0
475170,45.0,3.0,20.0,0.0
473749,78.0,3.0,39.0,0.0
477204,70.0,3.0,52.0,0.0
474607,92.0,3.0,50.0,0.0
476784,61.0,3.0,20.0,
477635,82.0,3.0,54.0,0.0
476132,47.0,3.0,20.0,0.0
474448,64.0,3.0,20.0,
477141,42.0,3.0,20.0,0.0
477471,63.0,3.0,39.0,0.0
474331,43.0,3.0,20.0,0.0
473635,46.0,3.0,20.0,0.0
477280,64.0,3.0,20.0,0.0
476338,79.0,3.0,61.0,
475273,64.0,3.0,20.0,0.0
476180,45.0,3.0,20.0,0.0
473965,71.0,3.0,54.0,0.0
476186,77.0,3.0,20.0,0.0
474806,66.0,3.0,37.0,0.0
475259,80.0,3.0,58.0,0.0
473775,72.0,3.0,34.0,0.0
476770,89.0,3.0,63.0,0.0
476037,50.0,3.0,20.0,0.0
476909,95.0,3.0,36.0,0.0
474191,51.0,3.0,20.0,0.0
473852,38.0,3.0,20.0,0.0
475710,95.0,3.0,36.0,0.0
475049,58.0,3.0,20.0,0.0
473901,50.0,3.0,20.0,0.0
473909,82.0,3.0,31.0,0.0
475846,49.0,3.0,20.0,0.0
475537,65.0,3.0,20.0,0.0
473570,72.0,3.0,21.0,0.0
475707,69.0,3.0,22.0,0.0
474490,93.0,3.0,61.0,0.0
473561,51.0,3.0,20.0,0.0
476741,85.0,3.0,31.0,0.0
475192,63.0,3.0,20.0,0.0
477224,95.0,3.0,50.0,0.0
476889,86.0,3.0,59.0,0.0
474300,81.0,3.0,60.0,0.0
475278,86.0,3.0,35.0,0.0
473884,69.0,3.0,20.0,0.0
476996,49.0,3.0,20.0,0.0
477596,57.0,3.0,20.0,0.0
477388,69.0,3.0,23.0,0.0
474915,60.0,3.0,21.0,0.0
475961,46.0,3.0,20.0,
473991,72.0,3.0,20.0,0.0
477526,52.0,3.0,20.0,0.0
476951,56.0,3.0,20.0,0.0
473352,80.0,6.0,50.0,20.0
475243,47.0,3.0,20.0,0.0
477589,86.0,3.0,43.0,0.0
475991,58.0,3.0,20.0,0.0
475072,67.0,3.0,21.0,0.0
475651,46.0,,20.0,0.0
473599,91.0,3.0,43.0,0.0
477362,73.0,3.0,22.0,0.0
475238,74.0,3.0,39.0,0.0
475817,52.0,3.0,20.0,0.0
477383,52.0,3.0,20.0,0.0
476119,92.0,3.0,53.0,0.0
476602,87.0,3.0,54.0,0.0
474759,68.0,3.0,35.0,0.0
474829,71.0,3.0,65.0,0.0
476276,48.0,3.0,20.0,0.0
475642,86.0,3.0,62.0,0.0
474855,70.0,3.0,41.0,0.0
474918,97.0,3.0,46.0,0.0
476958,91.0,3.0,36.0,0.0
476664,62.0,3.0,20.0,0.0
473630,79.0,3.0,42.0,0.0
474304,67.0,3.0,21.0,0.0
475878,99.0,3.0,50.0,
476416,57.0,3.0,20.0,0.0
477634,89.0,3.0,53.0,0.0
474692,51.0,3.0,20.0,0.0
476238,87.0,3.0,33.0,0.0
475189,79.0,,42.0,0.0
477397,83.0,3.0,54.0,0.0
477563,87.0,3.0,55.0,0.0
477097,72.0,3.0,20.0,0.0
473507,87.0,3.0,52.0,0.0
474337,76.0,3.0,20.0,0.0
474686,70.0,3.0,46.0,0.0
475254,93.0,3.0,43.0,0.0
474776,93.0,3.0,50.0,0.0
475234,85.0,3.0,,0.0
477417,89.0,,63.0,0.0
476246,60.0,3.0,51.0,0.0
475275,74.0,3.0,20.0,0.0
475851,68.0,3.0,20.0,
474897,97.0,3.0,59.0,0.0
476732,52.0,3.0,20.0,0.0
477103,95.0,3.0,41.0,0.0
474052,74.0,3.0,20.0,0.0
475577,62.0,3.0,20.0,0.0
473996,56.0,3.0,20.0,0.0
475305,87.0,3.0,58.0,0.0
474281,53.0,3.0,20.0,0.0
476018,64.0,3.0,20.0,0.0
475450,81.0,3.0,65.0,0.0
476116,84.0,3.0,25.0,0.0
473598,86.0,3.0,42.0,0.0
475456,59.0,3.0,20.0,0.0
474275,80.0,3.0,61.0,0.0
474834,46.0,3.0,20.0,0.0
474537,92.0,3.0,56.0,0.0
477292,75.0,3.0,30.0,0.0
474021,46.0,3.0,20.0,0.0
476540,47.0,3.0,20.0,0.0
477056,95.0,3.0,57.0,0.0
475582,45.0,3.0,20.0,0.0
477086,60.0,3.0,49.0,0.0
477573,49.0,3.0,20.0,0.0
477603,79.0,3.0,20.0,0.0
474000,74.0,3.0,20.0,0.0
473895,62.0,3.0,26.0,0.0
475121,54.0,3.0,20.0,0.0
474749,90.0,3.0,,0.0
476127,58.0,3.0,29.0,0.0
473611,41.0,3.0,20.0,0.0
476659,60.0,3.0,20.0,0.0
475579,46.0,3.0,20.0,0.0
474279,67.0,3.0,35.0,0.0
473964,75.0,,59.0,0.0
474375,64.0,3.0,39.0,0.0
475132,81.0,,23.0,0.0
474504,59.0,3.0,20.0,0.0
473571,85.0,3.0,20.0,0.0
476927,60.0,3.0,20.0,0.0
473837,73.0,3.0,26.0,0.0
476003,77.0,3.0,58.0,0.0
475005,51.0,3.0,20.0,0.0
473610,45.0,3.0,20.0,0.0
476655,65.0,3.0,32.0,0.0
473738,75.0,3.0,20.0,0.0
474199,92.0,3.0,56.0,0.0
476295,67.0,3.0,35.0,0.0
475226,69.0,3.0,,0.0
475697,51.0,3.0,20.0,0.0
476629,79.0,3.0,53.0,0.0
476440,61.0,3.0,20.0,
476901,48.0,3.0,20.0,0.0
474585,89.0,3.0,50.0,0.0
474973,78.0,3.0,47.0,0.0
475095,71.0,3.0,44.0,0.0
476597,92.0,3.0,30.0,0.0
476455,95.0,3.0,53.0,0.0
476415,62.0,3.0,30.0,0.0
474447,69.0,3.0,31.0,0.0
476690,65.0,3.0,20.0,0.0
477122,69.0,3.0,20.0,0.0
474672,64.0,3.0,20.0,0.0
474874,88.0,3.0,64.0,0.0
473859,75.0,3.0,20.0,0.0
473359,95.0,3.0,69.0,0.0
476839,94.0,3.0,39.0,0.0
475680,57.0,3.0,20.0,0.0
477356,47.0,3.0,20.0,0.0
475970,72.0,3.0,23.0,0.0
476914,85.0,3.0,58.0,0.0
475318,45.0,3.0,20.0,0.0
473730,54.0,3.0,20.0,0.0
477657,89.0,3.0,54.0,0.0
474030,89.0,3.0,33.0,0.0
477303,71.0,3.0,25.0,0.0
476740,86.0,3.0,28.0,0.0
474363,67.0,3.0,21.0,0.0
477212,47.0,3.0,20.0,0.0
474999,59.0,3.0,32.0,0.0
476486,69.0,3.0,38.0,0.0
473417,49.0,3.0,20.0,0.0
476932,78.0,3.0,25.0,0.0
476854,66.0,3.0,20.0,0.0
476840,91.0,3.0,47.0,0.0
477447,63.0,3.0,,0.0
474031,85.0,3.0,39.0,0.0
476609,48.0,3.0,20.0,0.0
474133,64.0,3.0,57.0,0.0
476430,94.0,3.0,37.0,0.0
473979,68.0,3.0,20.0,0.0
477321,95.0,3.0,63.0,0.0
475490,74.0,3.0,20.0,0.0
475184,87.0,3.0,54.0,0.0
476074,84.0,3.0,64.0,0.0
477587,94.0,3.0,53.0,0.0
474235,46.0,3.0,20.0,0.0
474443,85.0,3.0,58.0,0.0
473734,55.0,3.0,20.0,0.0
474930,44.0,3.0,20.0,0.0
476600,91.0,3.0,50.0,
476084,46.0,,20.0,0.0
476818,88.0,3.0,57.0,0.0
473383,91.0,3.0,47.0,0.0
476827,47.0,3.0,20.0,0.0
475371,75.0,3.0,20.0,0.0
476637,50.0,3.0,20.0,0.0
473962,93.0,3.0,61.0,0.0
473922,54.0,3.0,20.0,0.0
476040,51.0,3.0,20.0,0.0
473695,93.0,3.0,52.0,0.0
476485,69.0,3.0,43.0,0.0
475799,48.0,3.0,20.0,0.0
475698,47.0,3.0,20.0,
476821,76.0,,49.0,0.0
477081,86.0,,65.0,0.0
477213,57.0,3.0,20.0,0.0
476611,46.0,3.0,20.0,0.0
474962,68.0,3.0,21.0,0.0
474921,91.0,3.0,58.0,0.0
474487,94.0,3.0,48.0,0.0
475754,90.0,3.0,20.0,0.0
477490,84.0,3.0,56.0,0.0
474193,71.0,3.0,20.0,0.0
477354,54.0,3.0,20.0,0.0
476917,80.0,3.0,51.0,0.0
474317,86.0,3.0,32.0,0.0
473880,59.0,3.0,20.0,0.0
473528,92.0,3.0,57.0,0.0
473774,72.0,3.0,40.0,0.0
476824,64.0,3.0,25.0,0.0
477262,61.0,3.0,,0.0
476165,87.0,3.0,27.0,0.0
474729,89.0,3.0,55.0,0.0
473924,43.0,3.0,20.0,0.0
475986,44.0,3.0,20.0,0.0
473640,67.0,3.0,20.0,0.0
474942,85.0,3.0,40.0,0.0
475324,84.0,3.0,27.0,0.0
476362,94.0,3.0,60.0,0.0
476231,56.0,3.0,20.0,0.0
475374,92.0,3.0,36.0,0.0
477080,92.0,3.0,59.0,0.0
477358,45.0,3.0,20.0,0.0
476325,51.0,3.0,20.0,0.0
477152,92.0,3.0,50.0,0.0
477389,80.0,3.0,24.0,0.0
476673,90.0,3.0,63.0,0.0
473735,57.0,3.0,20.0,0.0
476893,70.0,3.0,51.0,0.0
473722,82.0,3.0,54.0,0.0
477615,68.0,3.0,28.0,0.0
475798,53.0,3.0,20.0,0.0
477477,45.0,3.0,20.0,0.0
474457,63.0,3.0,20.0,0.0
475524,83.0,3.0,52.0,0.0
474952,62.0,3.0,20.0,0.0
476305,61.0,3.0,20.0,0.0
474826,89.0,3.0,68.0,0.0
473493,49.0,3.0,20.0,0.0
477196,76.0,3.0,20.0,0.0
473843,80.0,3.0,46.0,0.0
473550,95.0,3.0,35.0,0.0
475563,72.0,3.0,26.0,0.0
474523,38.0,3.0,20.0,0.0
474578,72.0,3.0,20.0,0.0
476982,99.0,3.0,45.0,0.0
474774,97.0,3.0,44.0,0.0
476719,100.0,3.0,45.0,
474941,79.0,3.0,32.0,0.0
475739,80.0,3.0,59.0,0.0
473547,78.0,3.0,21.0,0.0
474226,82.0,3.0,61.0,0.0
477255,61.0,3.0,31.0,0.0
477116,54.0,3.0,20.0,0.0
475182,82.0,3.0,36.0,0.0
474192,59.0,3.0,20.0,0.0
473933,96.0,3.0,32.0,
476785,69.0,3.0,20.0,0.0
476503,97.0,3.0,43.0,0.0
477432,58.0,3.0,20.0,0.0
474257,69.0,3.0,20.0,0.0
473983,101.0,3.0,54.0,0.0
475664,96.0,3.0,61.0,0.0
475519,95.0,3.0,45.0,0.0
473514,49.0,3.0,20.0,0.0
475721,46.0,3.0,20.0,0.0
475098,49.0,3.0,20.0,0.0
477038,72.0,3.0,40.0,0.0
475802,62.0,3.0,20.0,0.0
473969,52.0,,20.0,0.0
477110,62.0,3.0,31.0,0.0
474783,64.0,3.0,,0.0
474277,78.0,3.0,52.0,0.0
476541,47.0,3.0,20.0,
473899,47.0,3.0,20.0,0.0
475883,78.0,3.0,63.0,0.0
476553,91.0,3.0,57.0,0.0
476436,87.0,3.0,53.0,0.0
475043,81.0,3.0,62.0,0.0
476834,67.0,3.0,20.0,0.0
475750,60.0,3.0,20.0,0.0
473963,86.0,3.0,63.0,0.0
474688,70.0,3.0,24.0,
475894,52.0,3.0,20.0,0.0
473992,59.0,3.0,20.0,0.0
475975,96.0,3.0,52.0,0.0
475584,53.0,3.0,20.0,0.0
476528,95.0,3.0,47.0,0.0
474094,51.0,3.0,20.0,0.0
473989,74.0,3.0,36.0,0.0
474865,64.0,3.0,20.0,0.0
475962,40.0,3.0,20.0,0.0
475671,70.0,3.0,26.0,0.0
476794,79.0,3.0,59.0,
474449,54.0,3.0,20.0,0.0
475317,55.0,3.0,20.0,0.0
473400,65.0,3.0,20.0,0.0
476110,49.0,3.0,20.0,0.0
